"KEGG_ID"	"ENTREZID"	"SYMBOL"	"PATHWAY"
"4946"	"mmu01522"	"72508"	"Rps6kb1"	"Endocrine resistance"
"4947"	"mmu01522"	"74769"	"Pik3cb"	"Endocrine resistance"
"4948"	"mmu01522"	"76854"	"Gper1"	"Endocrine resistance"
"4949"	"mmu01523"	"108037"	"Shmt2"	"Antifolate resistance"
"4950"	"mmu01523"	"108147"	"Atic"	"Antifolate resistance"
"4951"	"mmu01523"	"11684"	"Alox12"	"Antifolate resistance"
"4952"	"mmu01523"	"11685"	"Alox12e"	"Antifolate resistance"
"4953"	"mmu01523"	"12675"	"Chuk"	"Antifolate resistance"
"4954"	"mmu01523"	"12780"	"Abcc2"	"Antifolate resistance"
"4955"	"mmu01523"	"13361"	"Dhfr"	"Antifolate resistance"
"4956"	"mmu01523"	"14275"	"Folr1"	"Antifolate resistance"
"4957"	"mmu01523"	"14276"	"Folr2"	"Antifolate resistance"
"4958"	"mmu01523"	"14287"	"Fpgs"	"Antifolate resistance"
"4959"	"mmu01523"	"14450"	"Gart"	"Antifolate resistance"
"4960"	"mmu01523"	"14590"	"Ggh"	"Antifolate resistance"
"4961"	"mmu01523"	"16150"	"Ikbkb"	"Antifolate resistance"
"4962"	"mmu01523"	"16151"	"Ikbkg"	"Antifolate resistance"
"4963"	"mmu01523"	"16176"	"Il1b"	"Antifolate resistance"
"4964"	"mmu01523"	"16193"	"Il6"	"Antifolate resistance"
"4965"	"mmu01523"	"17250"	"Abcc1"	"Antifolate resistance"
"4966"	"mmu01523"	"17769"	"Mthfr"	"Antifolate resistance"
"4967"	"mmu01523"	"18033"	"Nfkb1"	"Antifolate resistance"
"4968"	"mmu01523"	"19697"	"Rela"	"Antifolate resistance"
"4969"	"mmu01523"	"20425"	"Shmt1"	"Antifolate resistance"
"4970"	"mmu01523"	"20509"	"Slc19a1"	"Antifolate resistance"
"4971"	"mmu01523"	"21926"	"Tnf"	"Antifolate resistance"
"4972"	"mmu01523"	"22171"	"Tyms"	"Antifolate resistance"
"4973"	"mmu01523"	"239273"	"Abcc4"	"Antifolate resistance"
"4974"	"mmu01523"	"26357"	"Abcg2"	"Antifolate resistance"
"4975"	"mmu01523"	"27416"	"Abcc5"	"Antifolate resistance"
"4976"	"mmu01523"	"52466"	"Slc46a1"	"Antifolate resistance"
"4977"	"mmu01523"	"64931"	"Izumo1r"	"Antifolate resistance"
"4978"	"mmu01523"	"76408"	"Abcc3"	"Antifolate resistance"
"4979"	"mmu01524"	"103140"	"Gstt3"	"Platinum drug resistance"
"4980"	"mmu01524"	"11651"	"Akt1"	"Platinum drug resistance"
"4981"	"mmu01524"	"11652"	"Akt2"	"Platinum drug resistance"
"4982"	"mmu01524"	"11783"	"Apaf1"	"Platinum drug resistance"
"4983"	"mmu01524"	"11796"	"Birc3"	"Platinum drug resistance"
"4984"	"mmu01524"	"11797"	"Birc2"	"Platinum drug resistance"
"4985"	"mmu01524"	"11798"	"Xiap"	"Platinum drug resistance"
"4986"	"mmu01524"	"11799"	"Birc5"	"Platinum drug resistance"
"4987"	"mmu01524"	"11920"	"Atm"	"Platinum drug resistance"
"4988"	"mmu01524"	"11977"	"Atp7a"	"Platinum drug resistance"
"4989"	"mmu01524"	"11979"	"Atp7b"	"Platinum drug resistance"
"4990"	"mmu01524"	"12015"	"Bad"	"Platinum drug resistance"
"4991"	"mmu01524"	"12018"	"Bak1"	"Platinum drug resistance"
"4992"	"mmu01524"	"12028"	"Bax"	"Platinum drug resistance"
"4993"	"mmu01524"	"12043"	"Bcl2"	"Platinum drug resistance"
"4994"	"mmu01524"	"12048"	"Bcl2l1"	"Platinum drug resistance"
"4995"	"mmu01524"	"12122"	"Bid"	"Platinum drug resistance"
"4996"	"mmu01524"	"12189"	"Brca1"	"Platinum drug resistance"
"4997"	"mmu01524"	"12367"	"Casp3"	"Platinum drug resistance"
"4998"	"mmu01524"	"12370"	"Casp8"	"Platinum drug resistance"
"4999"	"mmu01524"	"12371"	"Casp9"	"Platinum drug resistance"
"5000"	"mmu01524"	"12575"	"Cdkn1a"	"Platinum drug resistance"
"5001"	"mmu01524"	"12578"	"Cdkn2a"	"Platinum drug resistance"
"5002"	"mmu01524"	"12780"	"Abcc2"	"Platinum drug resistance"
"5003"	"mmu01524"	"13063"	"Cycs"	"Platinum drug resistance"
"5004"	"mmu01524"	"13067"	"Cyct"	"Platinum drug resistance"
"5005"	"mmu01524"	"13866"	"Erbb2"	"Platinum drug resistance"
"5006"	"mmu01524"	"13870"	"Ercc1"	"Platinum drug resistance"
"5007"	"mmu01524"	"14082"	"Fadd"	"Platinum drug resistance"
"5008"	"mmu01524"	"14102"	"Fas"	"Platinum drug resistance"
"5009"	"mmu01524"	"14103"	"Fasl"	"Platinum drug resistance"
"5010"	"mmu01524"	"14857"	"Gsta1"	"Platinum drug resistance"
"5011"	"mmu01524"	"14858"	"Gsta2"	"Platinum drug resistance"
"5012"	"mmu01524"	"14859"	"Gsta3"	"Platinum drug resistance"
"5013"	"mmu01524"	"14860"	"Gsta4"	"Platinum drug resistance"
"5014"	"mmu01524"	"14862"	"Gstm1"	"Platinum drug resistance"
"5015"	"mmu01524"	"14863"	"Gstm2"	"Platinum drug resistance"
"5016"	"mmu01524"	"14864"	"Gstm3"	"Platinum drug resistance"
"5017"	"mmu01524"	"14865"	"Gstm4"	"Platinum drug resistance"
"5018"	"mmu01524"	"14866"	"Gstm5"	"Platinum drug resistance"
"5019"	"mmu01524"	"14867"	"Gstm6"	"Platinum drug resistance"
"5020"	"mmu01524"	"14869"	"Gstp2"	"Platinum drug resistance"
"5021"	"mmu01524"	"14870"	"Gstp1"	"Platinum drug resistance"
"5022"	"mmu01524"	"14871"	"Gstt1"	"Platinum drug resistance"
"5023"	"mmu01524"	"14872"	"Gstt2"	"Platinum drug resistance"
"5024"	"mmu01524"	"14873"	"Gsto1"	"Platinum drug resistance"
"5025"	"mmu01524"	"170770"	"Bbc3"	"Platinum drug resistance"
"5026"	"mmu01524"	"17246"	"Mdm2"	"Platinum drug resistance"
"5027"	"mmu01524"	"17350"	"Mlh1"	"Platinum drug resistance"
"5028"	"mmu01524"	"17685"	"Msh2"	"Platinum drug resistance"
"5029"	"mmu01524"	"17686"	"Msh3"	"Platinum drug resistance"
"5030"	"mmu01524"	"17688"	"Msh6"	"Platinum drug resistance"
"5031"	"mmu01524"	"18607"	"Pdpk1"	"Platinum drug resistance"
"5032"	"mmu01524"	"18706"	"Pik3ca"	"Platinum drug resistance"
"5033"	"mmu01524"	"18707"	"Pik3cd"	"Platinum drug resistance"
"5034"	"mmu01524"	"18708"	"Pik3r1"	"Platinum drug resistance"
"5035"	"mmu01524"	"18709"	"Pik3r2"	"Platinum drug resistance"
"5036"	"mmu01524"	"18710"	"Pik3r3"	"Platinum drug resistance"
"5037"	"mmu01524"	"19714"	"Rev3l"	"Platinum drug resistance"
"5038"	"mmu01524"	"20529"	"Slc31a1"	"Platinum drug resistance"
"5039"	"mmu01524"	"211666"	"Mgst2"	"Platinum drug resistance"
"5040"	"mmu01524"	"21973"	"Top2a"	"Platinum drug resistance"
"5041"	"mmu01524"	"21974"	"Top2b"	"Platinum drug resistance"
"5042"	"mmu01524"	"22059"	"Trp53"	"Platinum drug resistance"
"5043"	"mmu01524"	"22590"	"Xpa"	"Platinum drug resistance"
"5044"	"mmu01524"	"23797"	"Akt3"	"Platinum drug resistance"
"5045"	"mmu01524"	"26408"	"Map3k5"	"Platinum drug resistance"
"5046"	"mmu01524"	"26413"	"Mapk1"	"Platinum drug resistance"
"5047"	"mmu01524"	"26417"	"Mapk3"	"Platinum drug resistance"
"5048"	"mmu01524"	"56615"	"Mgst1"	"Platinum drug resistance"
"5049"	"mmu01524"	"58801"	"Pmaip1"	"Platinum drug resistance"
"5050"	"mmu01524"	"66447"	"Mgst3"	"Platinum drug resistance"
"5051"	"mmu01524"	"68214"	"Gsto2"	"Platinum drug resistance"
"5052"	"mmu01524"	"68312"	"Gstm7"	"Platinum drug resistance"
"5053"	"mmu01524"	"74769"	"Pik3cb"	"Platinum drug resistance"
"5054"	"mmu01524"	"75886"	"Gstt4"	"Platinum drug resistance"
"5055"	"mmu01524"	"80905"	"Polh"	"Platinum drug resistance"
"5056"	"mmu02010"	"11303"	"Abca1"	"ABC transporters"
"5057"	"mmu02010"	"11304"	"Abca4"	"ABC transporters"
"5058"	"mmu02010"	"11305"	"Abca2"	"ABC transporters"
"5059"	"mmu02010"	"11306"	"Abcb7"	"ABC transporters"
"5060"	"mmu02010"	"11307"	"Abcg1"	"ABC transporters"
"5061"	"mmu02010"	"11666"	"Abcd1"	"ABC transporters"
"5062"	"mmu02010"	"12638"	"Cftr"	"ABC transporters"
"5063"	"mmu02010"	"12780"	"Abcc2"	"ABC transporters"
"5064"	"mmu02010"	"17250"	"Abcc1"	"ABC transporters"
"5065"	"mmu02010"	"18669"	"Abcb1b"	"ABC transporters"
"5066"	"mmu02010"	"18670"	"Abcb4"	"ABC transporters"
"5067"	"mmu02010"	"18671"	"Abcb1a"	"ABC transporters"
"5068"	"mmu02010"	"192663"	"Abcg4"	"ABC transporters"
"5069"	"mmu02010"	"19299"	"Abcd3"	"ABC transporters"
"5070"	"mmu02010"	"19300"	"Abcd4"	"ABC transporters"
"5071"	"mmu02010"	"20927"	"Abcc8"	"ABC transporters"
"5072"	"mmu02010"	"20928"	"Abcc9"	"ABC transporters"
"5073"	"mmu02010"	"21354"	"Tap1"	"ABC transporters"
"5074"	"mmu02010"	"21355"	"Tap2"	"ABC transporters"
"5075"	"mmu02010"	"217258"	"Abca8a"	"ABC transporters"
"5076"	"mmu02010"	"217262"	"Abca9"	"ABC transporters"
"5077"	"mmu02010"	"217265"	"Abca5"	"ABC transporters"
"5078"	"mmu02010"	"224814"	"Abcc10"	"ABC transporters"
"5079"	"mmu02010"	"239273"	"Abcc4"	"ABC transporters"
"5080"	"mmu02010"	"244562"	"Abcc12"	"ABC transporters"
"5081"	"mmu02010"	"26357"	"Abcg2"	"ABC transporters"
"5082"	"mmu02010"	"268379"	"Abca13"	"ABC transporters"
"5083"	"mmu02010"	"26874"	"Abcd2"	"ABC transporters"
"5084"	"mmu02010"	"27403"	"Abca7"	"ABC transporters"
"5085"	"mmu02010"	"27404"	"Abca8b"	"ABC transporters"
"5086"	"mmu02010"	"27405"	"Abcg3"	"ABC transporters"
"5087"	"mmu02010"	"27409"	"Abcg5"	"ABC transporters"
"5088"	"mmu02010"	"27410"	"Abca3"	"ABC transporters"
"5089"	"mmu02010"	"27413"	"Abcb11"	"ABC transporters"
"5090"	"mmu02010"	"27416"	"Abcc5"	"ABC transporters"
"5091"	"mmu02010"	"27421"	"Abcc6"	"ABC transporters"
"5092"	"mmu02010"	"381072"	"Abca17"	"ABC transporters"
"5093"	"mmu02010"	"56199"	"Abcb10"	"ABC transporters"
"5094"	"mmu02010"	"56325"	"Abcb9"	"ABC transporters"
"5095"	"mmu02010"	"67470"	"Abcg8"	"ABC transporters"
"5096"	"mmu02010"	"67928"	"Abca14"	"ABC transporters"
"5097"	"mmu02010"	"74104"	"Abcb6"	"ABC transporters"
"5098"	"mmu02010"	"74591"	"Abca12"	"ABC transporters"
"5099"	"mmu02010"	"74610"	"Abcb8"	"ABC transporters"
"5100"	"mmu02010"	"76184"	"Abca6"	"ABC transporters"
"5101"	"mmu02010"	"76408"	"Abcc3"	"ABC transporters"
"5102"	"mmu02010"	"77706"	"Abcb5"	"ABC transporters"
"5103"	"mmu03008"	"100019"	"Mdn1"	"Ribosome biogenesis in eukaryotes"
"5104"	"mmu03008"	"100861471"	"n-R5s100"	"Ribosome biogenesis in eukaryotes"
"5105"	"mmu03008"	"100861472"	"n-R5s103"	"Ribosome biogenesis in eukaryotes"
"5106"	"mmu03008"	"100861473"	"n-R5s104"	"Ribosome biogenesis in eukaryotes"
"5107"	"mmu03008"	"100861474"	"n-R5s105"	"Ribosome biogenesis in eukaryotes"
"5108"	"mmu03008"	"100861475"	"n-R5s108"	"Ribosome biogenesis in eukaryotes"
"5109"	"mmu03008"	"100861477"	"n-R5s110"	"Ribosome biogenesis in eukaryotes"
"5110"	"mmu03008"	"100861478"	"n-R5s111"	"Ribosome biogenesis in eukaryotes"
"5111"	"mmu03008"	"100861479"	"n-R5s113"	"Ribosome biogenesis in eukaryotes"
"5112"	"mmu03008"	"100861480"	"Gm25018"	"Ribosome biogenesis in eukaryotes"
"5113"	"mmu03008"	"100861481"	"n-R5s117"	"Ribosome biogenesis in eukaryotes"
"5114"	"mmu03008"	"100861482"	"n-R5s121"	"Ribosome biogenesis in eukaryotes"
"5115"	"mmu03008"	"100861483"	"n-R5s122"	"Ribosome biogenesis in eukaryotes"
"5116"	"mmu03008"	"100861484"	"n-R5s123"	"Ribosome biogenesis in eukaryotes"
"5117"	"mmu03008"	"100861486"	"n-R5s124"	"Ribosome biogenesis in eukaryotes"
"5118"	"mmu03008"	"100861487"	"n-R5s128"	"Ribosome biogenesis in eukaryotes"
"5119"	"mmu03008"	"100861488"	"Gm26391"	"Ribosome biogenesis in eukaryotes"
"5120"	"mmu03008"	"100861489"	"n-R5s133"	"Ribosome biogenesis in eukaryotes"
"5121"	"mmu03008"	"100861490"	"n-R5s134"	"Ribosome biogenesis in eukaryotes"
"5122"	"mmu03008"	"100861491"	"n-R5s136"	"Ribosome biogenesis in eukaryotes"
"5123"	"mmu03008"	"100861492"	"n-R5s138"	"Ribosome biogenesis in eukaryotes"
"5124"	"mmu03008"	"100861493"	"n-R5s139"	"Ribosome biogenesis in eukaryotes"
"5125"	"mmu03008"	"100861494"	"Gm22109"	"Ribosome biogenesis in eukaryotes"
"5126"	"mmu03008"	"100861495"	"n-R5s141"	"Ribosome biogenesis in eukaryotes"
"5127"	"mmu03008"	"100861496"	"n-R5s142"	"Ribosome biogenesis in eukaryotes"
"5128"	"mmu03008"	"100861497"	"n-R5s143"	"Ribosome biogenesis in eukaryotes"
"5129"	"mmu03008"	"100861498"	"n-R5s144"	"Ribosome biogenesis in eukaryotes"
"5130"	"mmu03008"	"100861499"	"Gm25212"	"Ribosome biogenesis in eukaryotes"
"5131"	"mmu03008"	"100861500"	"n-R5s146"	"Ribosome biogenesis in eukaryotes"
"5132"	"mmu03008"	"100861501"	"Gm22291"	"Ribosome biogenesis in eukaryotes"
"5133"	"mmu03008"	"100861502"	"Gm23284"	"Ribosome biogenesis in eukaryotes"
"5134"	"mmu03008"	"100861503"	"n-R5s149"	"Ribosome biogenesis in eukaryotes"
"5135"	"mmu03008"	"100862468"	"LOC100862468"	"Ribosome biogenesis in eukaryotes"
"5136"	"mmu03008"	"101592"	"Efl1"	"Ribosome biogenesis in eukaryotes"
"5137"	"mmu03008"	"102216272"	"Ak6"	"Ribosome biogenesis in eukaryotes"
"5138"	"mmu03008"	"102462"	"Imp3"	"Ribosome biogenesis in eukaryotes"
"5139"	"mmu03008"	"102614"	"Rpp25"	"Ribosome biogenesis in eukaryotes"
"5140"	"mmu03008"	"103573"	"Xpo1"	"Ribosome biogenesis in eukaryotes"
"5141"	"mmu03008"	"104444"	"Rexo2"	"Ribosome biogenesis in eukaryotes"
"5142"	"mmu03008"	"105372"	"Utp15"	"Ribosome biogenesis in eukaryotes"
"5143"	"mmu03008"	"110816"	"Pwp2"	"Ribosome biogenesis in eukaryotes"
"5144"	"mmu03008"	"117109"	"Pop5"	"Ribosome biogenesis in eukaryotes"
"5145"	"mmu03008"	"12995"	"Csnk2a1"	"Ribosome biogenesis in eukaryotes"
"5146"	"mmu03008"	"13000"	"Csnk2a2"	"Ribosome biogenesis in eukaryotes"
"5147"	"mmu03008"	"13001"	"Csnk2b"	"Ribosome biogenesis in eukaryotes"
"5148"	"mmu03008"	"14000"	"Drosha"	"Ribosome biogenesis in eukaryotes"
"5149"	"mmu03008"	"14113"	"Fbl"	"Ribosome biogenesis in eukaryotes"
"5150"	"mmu03008"	"14791"	"Emg1"	"Ribosome biogenesis in eukaryotes"
"5151"	"mmu03008"	"16418"	"Eif6"	"Ribosome biogenesis in eukaryotes"
"5152"	"mmu03008"	"170722"	"Nxf7"	"Ribosome biogenesis in eukaryotes"
"5153"	"mmu03008"	"17724"	"mt-Rnr1"	"Ribosome biogenesis in eukaryotes"
"5154"	"mmu03008"	"17725"	"mt-Rnr2"	"Ribosome biogenesis in eukaryotes"
"5155"	"mmu03008"	"19384"	"Ran"	"Ribosome biogenesis in eukaryotes"
"5156"	"mmu03008"	"19428"	"Rasl2-9"	"Ribosome biogenesis in eukaryotes"
"5157"	"mmu03008"	"195434"	"Utp14b"	"Ribosome biogenesis in eukaryotes"
"5158"	"mmu03008"	"19782"	"Rmrp"	"Ribosome biogenesis in eukaryotes"
"5159"	"mmu03008"	"19804"	"Rn5s"	"Ribosome biogenesis in eukaryotes"
"5160"	"mmu03008"	"20826"	"Snu13"	"Ribosome biogenesis in eukaryotes"
"5161"	"mmu03008"	"208366"	"Rpp40"	"Ribosome biogenesis in eukaryotes"
"5162"	"mmu03008"	"213773"	"Tbl3"	"Ribosome biogenesis in eukaryotes"
"5163"	"mmu03008"	"213895"	"Bms1"	"Ribosome biogenesis in eukaryotes"
"5164"	"mmu03008"	"21453"	"Tcof1"	"Ribosome biogenesis in eukaryotes"
"5165"	"mmu03008"	"216987"	"Utp6"	"Ribosome biogenesis in eukaryotes"
"5166"	"mmu03008"	"217109"	"Utp18"	"Ribosome biogenesis in eukaryotes"
"5167"	"mmu03008"	"21771"	"Utp4"	"Ribosome biogenesis in eukaryotes"
"5168"	"mmu03008"	"217995"	"Heatr1"	"Ribosome biogenesis in eukaryotes"
"5169"	"mmu03008"	"224092"	"Lsg1"	"Ribosome biogenesis in eukaryotes"
"5170"	"mmu03008"	"225348"	"Wdr36"	"Ribosome biogenesis in eukaryotes"
"5171"	"mmu03008"	"227522"	"Rpp38"	"Ribosome biogenesis in eukaryotes"
"5172"	"mmu03008"	"230082"	"Nol6"	"Ribosome biogenesis in eukaryotes"
"5173"	"mmu03008"	"230737"	"Gnl2"	"Ribosome biogenesis in eukaryotes"
"5174"	"mmu03008"	"236598"	"Rn28s1"	"Ribosome biogenesis in eukaryotes"
"5175"	"mmu03008"	"237082"	"Nxt2"	"Ribosome biogenesis in eukaryotes"
"5176"	"mmu03008"	"237107"	"Gnl3l"	"Ribosome biogenesis in eukaryotes"
"5177"	"mmu03008"	"237730"	"Fbll1"	"Ribosome biogenesis in eukaryotes"
"5178"	"mmu03008"	"24127"	"Xrn1"	"Ribosome biogenesis in eukaryotes"
"5179"	"mmu03008"	"24128"	"Xrn2"	"Ribosome biogenesis in eukaryotes"
"5180"	"mmu03008"	"245474"	"Dkc1"	"Ribosome biogenesis in eukaryotes"
"5181"	"mmu03008"	"245610"	"Nxf3"	"Ribosome biogenesis in eukaryotes"
"5182"	"mmu03008"	"269470"	"Wdr3"	"Ribosome biogenesis in eukaryotes"
"5183"	"mmu03008"	"27993"	"Imp4"	"Ribosome biogenesis in eukaryotes"
"5184"	"mmu03008"	"30877"	"Gnl3"	"Ribosome biogenesis in eukaryotes"
"5185"	"mmu03008"	"434234"	"Rexo5"	"Ribosome biogenesis in eukaryotes"
"5186"	"mmu03008"	"52530"	"Nhp2"	"Ribosome biogenesis in eukaryotes"
"5187"	"mmu03008"	"53319"	"Nxf1"	"Ribosome biogenesis in eukaryotes"
"5188"	"mmu03008"	"54364"	"Rpp30"	"Ribosome biogenesis in eukaryotes"
"5189"	"mmu03008"	"55989"	"Nop58"	"Ribosome biogenesis in eukaryotes"
"5190"	"mmu03008"	"56488"	"Nxt1"	"Ribosome biogenesis in eukaryotes"
"5191"	"mmu03008"	"57815"	"Spata5"	"Ribosome biogenesis in eukaryotes"
"5192"	"mmu03008"	"59028"	"Rcl1"	"Ribosome biogenesis in eukaryotes"
"5193"	"mmu03008"	"66161"	"Pop4"	"Ribosome biogenesis in eukaryotes"
"5194"	"mmu03008"	"66181"	"Nop10"	"Ribosome biogenesis in eukaryotes"
"5195"	"mmu03008"	"66711"	"Sbds"	"Ribosome biogenesis in eukaryotes"
"5196"	"mmu03008"	"66932"	"Rexo1"	"Ribosome biogenesis in eukaryotes"
"5197"	"mmu03008"	"67045"	"Riok2"	"Ribosome biogenesis in eukaryotes"
"5198"	"mmu03008"	"67134"	"Nop56"	"Ribosome biogenesis in eukaryotes"
"5199"	"mmu03008"	"67459"	"Nvl"	"Ribosome biogenesis in eukaryotes"
"5200"	"mmu03008"	"67619"	"Nob1"	"Ribosome biogenesis in eukaryotes"
"5201"	"mmu03008"	"67724"	"Pop1"	"Ribosome biogenesis in eukaryotes"
"5202"	"mmu03008"	"67973"	"Mphosph10"	"Ribosome biogenesis in eukaryotes"
"5203"	"mmu03008"	"68147"	"Gar1"	"Ribosome biogenesis in eukaryotes"
"5204"	"mmu03008"	"68272"	"Rbm28"	"Ribosome biogenesis in eukaryotes"
"5205"	"mmu03008"	"69237"	"Gtpbp4"	"Ribosome biogenesis in eukaryotes"
"5206"	"mmu03008"	"69961"	"Rpp25l"	"Ribosome biogenesis in eukaryotes"
"5207"	"mmu03008"	"71340"	"Riok1"	"Ribosome biogenesis in eukaryotes"
"5208"	"mmu03008"	"72515"	"Wdr43"	"Ribosome biogenesis in eukaryotes"
"5209"	"mmu03008"	"72554"	"Utp14a"	"Ribosome biogenesis in eukaryotes"
"5210"	"mmu03008"	"73674"	"Wdr75"	"Ribosome biogenesis in eukaryotes"
"5211"	"mmu03008"	"73736"	"Fcf1"	"Ribosome biogenesis in eukaryotes"
"5212"	"mmu03008"	"74097"	"Pop7"	"Ribosome biogenesis in eukaryotes"
"5213"	"mmu03008"	"74778"	"Rrp7a"	"Ribosome biogenesis in eukaryotes"
"5214"	"mmu03008"	"75471"	"1700009N14Rik"	"Ribosome biogenesis in eukaryotes"
"5215"	"mmu03008"	"790956"	"Rs5-8s1"	"Ribosome biogenesis in eukaryotes"
"5216"	"mmu03008"	"83454"	"Nxf2"	"Ribosome biogenesis in eukaryotes"
"5217"	"mmu03008"	"97112"	"Nmd3"	"Ribosome biogenesis in eukaryotes"
"5218"	"mmu03008"	"98956"	"Nat10"	"Ribosome biogenesis in eukaryotes"
"5219"	"mmu03010"	"100043813"	"Rps27rt"	"Ribosome"
"5220"	"mmu03010"	"100044627"	"LOC100044627"	"Ribosome"
"5221"	"mmu03010"	"100502825"	"Rpl37rt"	"Ribosome"
"5222"	"mmu03010"	"100503670"	"Rpl5"	"Ribosome"
"5223"	"mmu03010"	"100861471"	"n-R5s100"	"Ribosome"
"5224"	"mmu03010"	"100861472"	"n-R5s103"	"Ribosome"
"5225"	"mmu03010"	"100861473"	"n-R5s104"	"Ribosome"
"5226"	"mmu03010"	"100861474"	"n-R5s105"	"Ribosome"
"5227"	"mmu03010"	"100861475"	"n-R5s108"	"Ribosome"
"5228"	"mmu03010"	"100861477"	"n-R5s110"	"Ribosome"
"5229"	"mmu03010"	"100861478"	"n-R5s111"	"Ribosome"
"5230"	"mmu03010"	"100861479"	"n-R5s113"	"Ribosome"
"5231"	"mmu03010"	"100861480"	"Gm25018"	"Ribosome"
"5232"	"mmu03010"	"100861481"	"n-R5s117"	"Ribosome"
"5233"	"mmu03010"	"100861482"	"n-R5s121"	"Ribosome"
"5234"	"mmu03010"	"100861483"	"n-R5s122"	"Ribosome"
"5235"	"mmu03010"	"100861484"	"n-R5s123"	"Ribosome"
"5236"	"mmu03010"	"100861486"	"n-R5s124"	"Ribosome"
"5237"	"mmu03010"	"100861487"	"n-R5s128"	"Ribosome"
"5238"	"mmu03010"	"100861488"	"Gm26391"	"Ribosome"
"5239"	"mmu03010"	"100861489"	"n-R5s133"	"Ribosome"
"5240"	"mmu03010"	"100861490"	"n-R5s134"	"Ribosome"
"5241"	"mmu03010"	"100861491"	"n-R5s136"	"Ribosome"
"5242"	"mmu03010"	"100861492"	"n-R5s138"	"Ribosome"
"5243"	"mmu03010"	"100861493"	"n-R5s139"	"Ribosome"
"5244"	"mmu03010"	"100861494"	"Gm22109"	"Ribosome"
"5245"	"mmu03010"	"100861495"	"n-R5s141"	"Ribosome"
"5246"	"mmu03010"	"100861496"	"n-R5s142"	"Ribosome"
"5247"	"mmu03010"	"100861497"	"n-R5s143"	"Ribosome"
"5248"	"mmu03010"	"100861498"	"n-R5s144"	"Ribosome"
"5249"	"mmu03010"	"100861499"	"Gm25212"	"Ribosome"
"5250"	"mmu03010"	"100861500"	"n-R5s146"	"Ribosome"
"5251"	"mmu03010"	"100861501"	"Gm22291"	"Ribosome"
"5252"	"mmu03010"	"100861502"	"Gm23284"	"Ribosome"
"5253"	"mmu03010"	"100861503"	"n-R5s149"	"Ribosome"
"5254"	"mmu03010"	"100862433"	"LOC100862433"	"Ribosome"
"5255"	"mmu03010"	"100862455"	"LOC100862455"	"Ribosome"
"5256"	"mmu03010"	"102634941"	"Gm29376"	"Ribosome"
"5257"	"mmu03010"	"105244208"	"LOC105244208"	"Ribosome"
"5258"	"mmu03010"	"107732"	"Mrpl10"	"Ribosome"
"5259"	"mmu03010"	"107734"	"Mrpl30"	"Ribosome"
"5260"	"mmu03010"	"108167922"	"LOC108167922"	"Ribosome"
"5261"	"mmu03010"	"110954"	"Rpl10"	"Ribosome"
"5262"	"mmu03010"	"114641"	"Rpl31"	"Ribosome"
"5263"	"mmu03010"	"11837"	"Rplp0"	"Ribosome"
"5264"	"mmu03010"	"118451"	"Mrps2"	"Ribosome"
"5265"	"mmu03010"	"121022"	"Mrps6"	"Ribosome"
"5266"	"mmu03010"	"14109"	"Fau"	"Ribosome"
"5267"	"mmu03010"	"16785"	"Rpsa"	"Ribosome"
"5268"	"mmu03010"	"16898"	"Rps2"	"Ribosome"
"5269"	"mmu03010"	"17724"	"mt-Rnr1"	"Ribosome"
"5270"	"mmu03010"	"17725"	"mt-Rnr2"	"Ribosome"
"5271"	"mmu03010"	"19804"	"Rn5s"	"Ribosome"
"5272"	"mmu03010"	"19896"	"Rpl10a"	"Ribosome"
"5273"	"mmu03010"	"19899"	"Rpl18"	"Ribosome"
"5274"	"mmu03010"	"19921"	"Rpl19"	"Ribosome"
"5275"	"mmu03010"	"19933"	"Rpl21"	"Ribosome"
"5276"	"mmu03010"	"19934"	"Rpl22"	"Ribosome"
"5277"	"mmu03010"	"19935"	"Mrpl23"	"Ribosome"
"5278"	"mmu03010"	"19941"	"Rpl26"	"Ribosome"
"5279"	"mmu03010"	"19942"	"Rpl27"	"Ribosome"
"5280"	"mmu03010"	"19943"	"Rpl28"	"Ribosome"
"5281"	"mmu03010"	"19944"	"Rpl29"	"Ribosome"
"5282"	"mmu03010"	"19946"	"Rpl30"	"Ribosome"
"5283"	"mmu03010"	"19951"	"Rpl32"	"Ribosome"
"5284"	"mmu03010"	"19981"	"Rpl37a"	"Ribosome"
"5285"	"mmu03010"	"19982"	"Rpl36a"	"Ribosome"
"5286"	"mmu03010"	"19988"	"Rpl6"	"Ribosome"
"5287"	"mmu03010"	"19989"	"Rpl7"	"Ribosome"
"5288"	"mmu03010"	"20005"	"Rpl9"	"Ribosome"
"5289"	"mmu03010"	"20042"	"Rps12"	"Ribosome"
"5290"	"mmu03010"	"20044"	"Rps14"	"Ribosome"
"5291"	"mmu03010"	"20054"	"Rps15"	"Ribosome"
"5292"	"mmu03010"	"20055"	"Rps16"	"Ribosome"
"5293"	"mmu03010"	"20068"	"Rps17"	"Ribosome"
"5294"	"mmu03010"	"20084"	"Rps18"	"Ribosome"
"5295"	"mmu03010"	"20085"	"Rps19"	"Ribosome"
"5296"	"mmu03010"	"20088"	"Rps24"	"Ribosome"
"5297"	"mmu03010"	"20090"	"Rps29"	"Ribosome"
"5298"	"mmu03010"	"20091"	"Rps3a1"	"Ribosome"
