"","5680","5681","5682","5684","5685","5687","5688","5690","6937","6938","6939","6941","6942","6945","6946"
"TSPAN6",4.84845352813582,6.80732074249713,5.74949812177785,6.61083855244778,6.16230044672611,5.78504599868413,5.544269612706,6.32534429786341,6.11949719466463,7.34367313573836,5.59143158286537,6.36730360319653,5.45215007475397,4.84152998376524,5.47238173863408
"FGR",13.5938696645599,12.8969754300769,13.2501313360951,13.1802209914862,12.9895511876071,13.3561955632673,13.3104556974278,13.1479633982206,13.035616180231,12.8704522319819,13.0334015873933,13.2889354961961,13.4201819685556,13.2976741991665,12.9546249837756
"CFH",4.38694507906081,5.95248134157278,5.28547196455652,5.37953932897438,6.06346147442189,6.51468651771471,5.12855668538746,4.61999805652724,4.94553300412322,5.4747061855931,7.70487717199423,5.10668080950251,7.64360802108662,6.01011981268329,6.88823755779263
"ENPP4",11.398058970007,11.0683580806492,11.4832071983556,11.3981369647215,11.077964578063,11.4138790755207,11.0591692729089,11.742179467246,11.9494188845556,11.8738374906594,11.6822098346694,11.6095827636063,11.2482033183325,11.6292234356461,11.9527607347548
"CYP51A1",10.4313920732335,10.2085836763999,10.9255550049506,10.4827567917012,11.2682396391839,11.1504499193941,10.5605764771622,10.3534840755104,10.6756072824866,10.9822771139099,10.2966655806952,10.2552299919575,10.6378935217774,10.4533597749015,10.2000812296966
"MYH16",2.02807767540363,3.07091101155528,2.45736165701009,2.85284877063934,3.2796642198432,2.30382396529133,2.43898039852964,2.58624686210876,2.53905663599278,2.91412629172632,2.79655641967272,2.61177548445398,2.45308488135193,1.86933730536947,2.72548447380841
"HS3ST1",5.93276790938306,7.03173918725357,6.32964288055049,7.59876042831664,8.17763080132004,5.76133667792417,6.3569793805781,6.82253726241815,6.35270288900494,7.26735190880773,6.66097880215411,7.07462345609016,7.5983622339524,7.08536292718496,7.02659648719619
"HECW1",3.73630621324295,3.06978327641636,4.05520466474478,2.6593841973382,3.94528920120367,3.51096321302143,4.24434254821661,3.06350760995894,3.44419296084409,3.52708622292684,3.23526463473795,2.09164268150169,3.71539716215333,4.62155204625854,3.04001998777265
"TMEM176A",10.5132588552595,8.44405964198039,10.5377269943947,10.0885859065187,11.2082230918442,10.9234106861607,9.94766142856937,9.41227811172323,9.26512567418027,9.80688631799008,9.35736456961354,9.95079544654097,10.7873880718203,9.07173438981616,9.00072899399079
"KLHL13",1.09312138433396,1.88665311756008,1.6493885202357,1.63209459012131,1.55332836907623,1.07200446182771,1.74231416480825,1.6699959263605,1.15932683167558,2.40390381796922,1.17337440023543,1.36926935916345,1.08387761304446,0.755248296612214,1.01577261478612
"TFPI",7.49189797000606,7.11906244442792,7.33650888596623,7.14145407671737,7.65208697474235,7.15507247468318,7.22764137153051,7.16026808784608,7.08003394516465,6.76108502794265,9.11566205683081,7.40242380893667,8.14252738099614,7.86779316229308,9.38743444055131
"MTMR7",3.20302473493547,2.59785000010789,2.86108551459431,3.15942730682766,2.53065752359077,3.18078455213164,2.43261883807275,3.34709870342233,3.69918637547289,2.96179276783554,3.29546991034317,3.50737615204034,2.87640431153658,2.5248530405357,3.25121879943375
"SLC7A2",3.26096033585044,1.89565661533673,3.42823081552541,2.66397863746073,2.56021150740044,1.91557105133254,2.95823881081691,3.41797558921557,2.63395388280964,3.84054377355094,2.78649167090616,2.94498775619903,1.89708727235388,2.31037692764115,3.48078139676825
"CD38",7.3972493089967,8.29568337470505,7.99823648491463,7.94673057519298,8.32635012546252,8.34725163518086,8.18655539272735,7.42504034914689,7.18601642099857,8.21140223374526,8.43115412648251,7.48897089845804,9.01605794675952,7.58858438575891,7.55710537922324
"RBM6",10.1610159628766,10.4644220490193,10.3719524648199,9.90734864912039,10.21677599166,9.78112065352718,10.7284420632762,10.1737554528113,10.1285490971569,10.4636847874774,10.1386413893853,9.48894969546084,10.2636623083519,10.5815503295593,9.85304424325625
"CAMKK1",8.23214327873491,8.19030043911374,8.15778642706656,8.26005317048362,8.3390982684068,8.04829494591467,8.34480524712055,8.1916515978702,8.305754693949,8.22892516773977,7.16847548525378,7.89759748944842,7.92247936479157,7.70180134041566,6.76781562846078
"RECQL",10.3634880354939,10.2974623639573,10.7638890758681,10.4411956506507,10.7577159123018,10.7950521460123,10.5227093797001,10.4318435784953,10.4674376676992,10.9680669403718,10.4761948456667,10.3519301172303,10.6088038043159,10.6191227224521,10.5060829657459
"PDK4",12.6811970487916,10.8192991180889,12.5462302047519,11.3535779921725,12.0214939393141,12.100018430223,12.1131798267224,11.958634891191,12.3356731488266,11.9111615339416,12.7068830304682,11.4038716449706,12.2574890558043,12.2866836907403,12.6180414189058
"SLC22A16",5.39310541854989,5.57459449058334,4.43842608218274,6.73305575052479,5.00828939851048,5.08357710131844,4.32343141324678,6.11182003573428,6.00964570900239,5.07609703944961,4.10315522049276,7.10658723039329,4.85577846492736,3.77469100525543,4.10969757557123
