"","INT:C079.mzML","INT:C080.mzML","INT:C081.mzML","INT:C083.mzML","INT:C084.mzML","INT:C103.mzML","INT:C105.mzML","INT:C123.mzML","INT:C135.mzML","INT:C137.mzML","INT:C141.mzML","INT:C145.mzML","INT:C149.mzML","INT:C155.mzML","INT:C176.mzML"
"LPC(18:3)",0.0902030887528817,0.0521071911689014,0.0544532000313862,0.0822216676897896,0.0366686243815801,0.0481589058827922,0.0398368587245729,0.094447653127061,0.0605240182603617,0.071538092732484,0.0594270149895577,0.101847174241006,0.0618577116241984,0.0795581859129345,0.0438373214049181
"LPC(18:1)",2.50521818603255,1.32978086039972,1.05350671044164,3.15216244114408,1.41749159310463,1.29987701678002,1.45008051925708,1.129497491554,1.77264750937358,3.79953832452432,2.65061424002181,4.52547323426265,1.01959045121777,1.41894013216815,1.37294103808625
"LPC(18:0)",3.35930035376596,1.52406738672943,1.83854034559961,3.60800918211191,1.60199785427869,1.76451954902558,1.38356781788325,2.11057610305452,2.75449885618454,3.93394179040629,3.44096820149606,5.87007850749918,1.56231519229772,1.96787994027166,1.56254994697363
"LPC(20:6)",0.150347374302043,0.0343128214189954,0.0343128214189954,0.0343128214189954,0.0343128214189954,0.0368782504848242,0.0318877863786206,0.0773661614146679,0.0820880579402906,0.0451652898359137,0.0314760410840638,0.0587729754263093,0.0605027449866416,0.0849968349048107,0.0343128214189954
"LPC(20:5)",0.114875554631757,0.122855994675743,0.0937343273231529,0.184225566848721,0.0923063708380195,0.097118247531041,0.116887948343365,0.0532982876819016,0.122908641963719,0.202719721476499,0.121313726174934,0.217975710509355,0.108402298127869,0.0981518760052284,0.106584796004241
"LPC(20:4)",0.898315866411429,1.20402993784262,0.827991403836794,1.5405936105461,0.595800165319485,0.673391807621005,1.06619015745611,0.893298947583635,0.776662163161303,1.33086584998461,1.08192041149204,2.31555833236043,0.859533114078287,0.596668404436845,0.847589375545118
"LPC(20:3)",0.315192599989316,0.243300530416542,0.170112797083195,0.508216556223241,0.218828684159741,0.24559741699461,0.216772350650962,0.213777274180048,0.223386370221279,0.472046943642066,0.328574832130937,0.7201085441323,0.201551448532346,0.182697379191836,0.23075387239291
"LPC(20:1)",0.364361736792929,0.454276387284908,0.374802531811103,0.291607551024526,0.145950124818083,0.209688759358089,0.319575171523241,0.233982087720457,0.415000987871597,0.406193194210046,0.376467373854527,0.501115459732404,0.269533406313835,0.267250785525962,0.259079840469646
"LPC(20:0)",0.148042928929379,0.0997251443017504,0.0969643174283513,0.160177545597224,0.0594468366709048,0.0759204319943465,0.0786874518451736,0.0809542704632288,0.158878840230973,0.148013759549945,0.0971158080778834,0.153328579832874,0.098227492533848,0.218687618582126,0.0772929789560141
"LPC(22:6)",0.255604525290194,0.27913058811025,0.171119228005356,0.80618366493047,0.27534140310953,0.289842556875361,0.26514749258077,0.0646751564433294,0.315173178098259,0.818056572052532,0.337343154398519,0.917281255855346,0.165593942756541,0.284928336499442,0.277229747229047
"LPC(22:5)",0.301829408896694,0.364854306228493,0.232832435911765,0.741913789256241,0.270696116205621,0.322245536048263,0.306693940128683,0.117068609772865,0.335334266401538,0.732718561166091,0.351594514101026,1.04416705841019,0.229565331208278,0.278888581021579,0.314376552637965
"LPC(22:4)",0.923670043558823,1.71407724343806,1.5585092730769,1.97422340102316,0.571879939020247,0.780240225933031,1.2594949312324,1.7373701682261,1.50682013283072,1.02113580520703,1.4128281454951,1.83161896318186,1.53897837703908,1.03273976015534,0.991601697920851
"LPC(22:3)",0.176865381855518,0.211499338238476,0.177903913915503,0.203235897036037,0.101400900000334,0.141006719297544,0.153404818964542,0.221818119165087,0.184171154229177,0.153402950089541,0.156067386300117,0.233934976116045,0.207009691356222,0.157612644447878,0.147083498908207
"LPC(22:1)",0.19483970048418,0.145563760623315,0.119838613030614,0.150022592978152,0.0904699396557163,0.10580470159474,0.124964137269109,0.161021256495979,0.178696624542802,0.129420646260827,0.111008556866898,0.181705906060064,0.175075868178972,0.147694675633725,0.1150179252845
"LPC(22:0)",0.357450279442973,0.158558932745659,0.245804050308495,0.290377805353882,0.130169594721505,0.135181396174967,0.152740116241713,0.264726823654883,0.357529664644883,0.281685713306118,0.249337802615397,0.378531136889057,0.285139801526125,0.27505856024728,0.143710238076871
"LPC-O(14:0)",0.105711370695797,0.0609435953841329,0.0572211723319905,0.020600911702663,0.020600911702663,0.0647857293724774,0.0190287828498233,0.0653934744300723,0.0849090362961903,0.0347223482493839,0.0292286274843293,0.0581791426476732,0.0569760651019455,0.0646101464091954,0.0365933331949894
"LPC-O(16:1)",0.157679059835032,0.0610585483371837,0.0594565787227597,0.0490363321211898,0.0166154757876547,0.0429718297358196,0.0257030724104917,0.0912619038737493,0.140712848410075,0.0614350260255746,0.0710705066197824,0.0700779291146053,0.120840257294316,0.0512679016711468,0.0334885855457982
"LPC-O(16:0)",0.380055271594174,0.29699187825306,0.154061648525408,0.158509704995429,0.0957470526635737,0.163429554210398,0.177185433674888,0.294403261229988,0.416193584265163,0.112262814180101,0.121747295547206,0.263105038229872,0.313499093229989,0.16997086929204,0.170176264576985
"LPC-O(18:1)",0.0997371145286683,0.0728238286316087,0.066186411959861,0.0623015893476309,0.0374918361487643,0.0498548398745201,0.0557165854395702,0.0964925919413645,0.103532128159103,0.0536295861799336,0.0632761234420447,0.0643757109611798,0.0914396758252392,0.0753095416908071,0.0527172679458034
"LPC-O(18:0)",10.6438864841302,14.2234215119556,13.4967205462534,13.8183890119596,9.95473828512692,10.9035432979271,12.985991897102,11.8137586163372,12.0332175206563,13.2940189459252,14.4611684628489,15.2975605855081,10.7241086064124,10.689908447024,11.899337524335
"MAG(12:0)",0.273092327258392,0.356940377668757,0.375255753197879,0.312709717054136,0.325764037779426,0.470151289123119,0.246597005196787,0.260277824935656,0.392343905546742,0.32490267903797,0.400407792044805,0.404149144735017,0.220590399086492,0.280955372879514,0.341006243292579
"MAG(14:2)",0.312141117238351,0.352883356315842,0.414052125190575,0.330979897717342,0.287706464193417,0.325791877297686,0.311725235859877,0.256188709813842,0.360482511688191,0.437437447880084,0.446642906267133,0.405533181110546,0.308443453367874,0.272409300117212,0.318683314032564
"MAG(14:1)",0.472954786280565,0.401932531387315,0.441253898681062,0.00504967125947196,0.00504967125947196,0.0617517258151075,0.0764013946429132,0.123462662977562,0.16973953506347,0.226642816692085,0.171638868640554,0.143411331779259,0.130793836632759,0.0934527352509468,0.0687365809421593
"MAG(14:0)",1.24128538629522,1.62567200306988,1.0476017378835,0.723350682655803,1.37037206648914,1.91920134614741,1.16034748471685,0.762521291813002,1.48461587318215,1.19211388748729,1.71681193335812,1.16120157124519,0.709780114124971,0.575839471088163,1.49260971079519
"MAG(16:2)",0.231817098374981,0.296564712199047,0.285487978960754,0.000214710067266559,0.263488977488725,0.282615946337602,0.276525976191028,0.0411071840280277,0.128783332463668,0.180312877310606,0.187449669748583,0.00196373982994604,0.13091570793955,0.15083337945412,0.279554951042877
"MAG(16:1)",0.378659247395446,0.54606858683881,0.283107248528493,0.330439546034886,0.284367960077172,0.356726020952187,0.436351680051842,0.329422789229472,0.375711232746572,0.423365913052641,0.701543914917195,0.409825928451394,0.186802220344369,0.186700579917044,0.394584695176098
"MAG(16:0)",47.6650246400759,79.3941674270904,9.85452391594574,8.05459185154313,78.3022759725305,123.63103118053,50.2833452879398,12.4841425654426,24.4114537693206,26.0460205730049,29.25361639617,21.5425140679521,9.71979383725574,7.52108399346094,78.8463318505198
"MAG(18:2)",0.136196296296679,0.279996241939737,0.220827605876778,0.630670353748278,0.236865522025381,0.284132418520943,0.233394026445113,0.325395833414454,0.230558986254029,0.210810854065908,0.294746338013819,0.331978789654481,0.158777197112302,0.355241331468683,0.257563214309912
"MAG(18:1)",1.05304930417399,1.43268882916504,1.48463941990553,1.87989212822632,1.08393927272555,0.998500557819384,1.5549113491405,1.56582644064917,1.92718727904044,1.32428230246529,2.99980278212097,1.3640119156024,1.09030278399354,0.850058720884691,1.24626986294589
"MAG(18:0)",40.5873962512232,74.2606608018155,11.0095553052365,8.1452931177484,125.291551236252,160.019555720767,58.1431890649454,13.4768298552526,20.8342567102704,26.007084393434,31.4348510190918,24.3613270061508,9.56051210957307,6.06324553654281,96.4587981152921
"PC(30:1)",0.525577494186009,0.588667410462819,0.986611965151317,0.93994695780311,0.364797782869278,0.512155408782165,0.419717310868964,0.87700129225334,0.795340396179082,0.576403240632134,0.625053787003408,0.890852124520704,1.05951839834829,0.694250737327421,0.463686835491083
"PC(30:0)",19.3291653983357,7.97016973533432,11.3399717559647,19.6370773544952,9.22531549625607,8.36929300591792,8.78541808210265,13.6491745738035,32.2799487357057,12.7930542093977,16.8779744930484,13.372067747414,15.5920912135531,18.1869543824958,8.5748346064142
"PC(32:3)",2.52051921921447,0.709341303836472,1.04117000861767,1.69008584247863,1.15004793408996,1.07061385082839,0.762218857625578,2.28274357353952,2.07703061385552,1.26986839662867,1.37643795295093,0.885658936248159,1.85980915410937,2.901156123872,0.903493510333311
"PC(32:2)",1.20911216376704,1.29948706888684,1.70082511656757,1.83265308251324,0.822206443511578,0.879641221485293,1.21494725975412,1.6314612070898,1.22826462340106,1.43538584000146,1.17685079707812,1.35793772449833,1.89329972172713,2.12063554819752,1.03391741839224
"PC(32:1)",20.4913908488594,12.7454227831637,16.2834151640586,19.8301282220146,13.4308611471537,9.59943981071037,17.8311926063221,17.9236977329143,21.7638372842414,19.6576347446754,23.0279500529224,11.9245406211587,22.4050381976066,19.2205570969114,13.0836574913866
"PC(32:0)",120.220096211701,46.9386563051963,37.9874847485107,134.192692958505,44.5951006260331,43.3711298483505,48.2632825555938,61.7344294272653,126.925626865708,95.3427523987188,93.7041675996141,71.0322866926375,76.4281954368619,95.8001085706175,45.7518786628163
"PC(34:4)",2.72830103295407,1.38015751125015,2.01859554944469,2.06792657728974,1.82682736021529,1.1654080737792,2.16241944192459,3.32005664300541,2.02447725071142,2.08025602142597,2.41558065824635,1.42185801973691,2.7463825622949,2.53539356890936,1.58796099817019
"PC(34:3)",16.540575128034,5.15130131726423,5.8471739989871,9.86455100659102,7.78092012680895,6.29166551314425,6.37105691730627,10.9262040015671,12.1723830773244,9.2874241310122,8.49734317066733,9.08310058449418,10.4512738689411,10.6876061392737,6.33123697027634
"PC(34:2)",27.442826498272,18.0937943008406,28.3038980141378,28.7866929463075,13.4306320595503,15.098994943594,16.0947401887278,22.5588152978394,35.7271926950983,28.8823947964059,31.7084466702421,21.1757759290871,31.5199811067224,29.3663611785402,15.5889242603259
"PC(34:1)",61.2731271127241,61.183342539458,80.7317091913926,57.820554630492,44.3128111007878,41.9561577721624,64.6197184680876,48.7958967397333,71.9860829023011,75.1773336081829,70.7658718335859,44.1561040920971,78.1457342929223,79.2553241701476,52.0693717512241
"PC(36:5)",4.32774195922833,3.13197907485964,4.49068288566555,5.71644147707918,3.20176169462491,2.54921416948749,3.93311978976269,5.25690592536631,4.73581416615035,4.2525039180165,4.35901571730953,3.55337475278351,8.04520021795088,4.35395018685952,3.16667877475001
"PC(36:4)",21.1570296428283,17.5930518470345,30.2009243032562,46.1239709494466,21.0455613588452,14.9797606129691,24.7163547322757,32.1993085185937,26.8111770978332,28.9141047653403,32.003924634558,21.7776776832937,43.5692511870103,31.6860592611107,19.2420684153202
"PC(36:3)",11.8819609042253,8.92790898516071,14.0518518801872,20.0157344619183,9.15415200945044,8.05593974397665,10.1448435999428,13.3851507756983,13.6199785213875,15.0970557029574,13.7447102181019,11.3611026301817,19.9907055210372,17.0757428382381,9.04032356253884
"PC(36:2)",17.6595943461641,16.8729322854396,18.5292902314154,16.5984154713878,11.7076745808652,11.9833763423368,16.4848302166776,13.6166758303117,16.5783974407448,19.5287236387859,13.7290491763024,14.2760128115942,22.8816972590715,22.8198950919574,14.0551593126976
"PC(36:1)",11.1299454629476,8.53838150796914,10.5024041816362,10.1720305993765,6.50655477573725,8.25559473528013,6.72950249493963,8.10840744094792,11.8207733375853,11.9084344051051,10.5894201861327,9.44414791902327,10.6723999316584,11.9636012304978,7.45364497685818
"PC(38:7)",0.806884285323011,0.549775314918531,0.94381839847226,1.21599842683147,0.569463638683322,0.445716977269323,0.701778268107172,21.2346551510675,4.60304277105537,0.0566162214467868,1.9667869183195,0.0123200324502986,4.16938934721515,2.67835747681358,0.559534407062291
"PC(38:6)",2.63027494892487,1.86552138398806,2.43330370064089,4.0012946849832,1.9157044842052,2.33384831483185,1.53092733583217,2.23159637002898,2.28328238672576,3.69271259548853,2.47626568717809,2.42854902342704,4.62862157102826,3.00489601886575,1.89044729981353
"PC(38:5)",5.65227023167264,4.41208147288695,8.11845391451035,11.707754857636,6.17628763008591,4.69013363449481,5.81031704677116,7.19673696360128,6.20473580714934,8.21485767222879,6.25368763092951,6.59434711860895,11.4856807261137,10.4720684801914,5.22032197048639
