NAME,CLASS,SAMPLE,IS,chemsc,C,db,MASS,ERROR,ISpmol,INT:C059.mzML,INT:C079.mzML,INT:C080.mzML,INT:C081.mzML,INT:C083.mzML,INT:C084.mzML,INT:C103.mzML,INT:C105.mzML,INT:C123.mzML,INT:C135.mzML,INT:C137.mzML,INT:C141.mzML,INT:C145.mzML,INT:C149.mzML,INT:C155.mzML,INT:C176.mzML
MAG(14:2),MACG,1,0,H34 C17 O4 N1 ,14,2,316.2481,-0.35 ppm,104,2186.6,1951.7,1556.9,2094.7,1258.5,1578.2,3021.2,2760.7,2549.5,3109.5,3901.2,2775.8,2565.9,2973.8,2284,2533.1
MAG(14:1),MACG,1,0,H36 C17 O4 N1 ,14,1,318.2637,-0.62 ppm,104,1103.4,1295,776,979.3,0,0,921.7,1070.5,989.9,1194.9,1665.9,1087.8,923.4,1283.9,792.9,992.9
MAG(14:0),MACG,1,0,H38 C17 O4 N1 ,14,0,320.2794,-0.57 ppm,104,58809.4,9647.6,8918.4,6609.3,3430,9332.6,21305.7,12315.8,8510.3,14310.5,11842.1,11719,8071.1,7526.6,5313.6,6499
MAG(16:2),MACG,1,0,H38 C19 O4 N1 ,16,2,344.2793,-0.82 ppm,104,1830.8,944.4,853.7,943.6,0,941,1841.9,1720.4,1604.3,3982.6,5682.9,1228.1,0,1328.1,1334.9,1286.3
MAG(16:1),MACG,1,0,H40 C19 O4 N1 ,16,1,346.2949,-0.82 ppm,104,11524.8,3376.9,3425.9,2057.5,1796.7,2233,2890.6,3370,3323.4,3272,3808,6435.6,3835.1,2679.7,2331.8,1660.9
MAG(16:0),MACG,1,0,H42 C19 O4 N1 ,16,0,348.3105,-0.94 ppm,104,2582132.5,400425.6,471172.2,67181.2,41194.3,576562.9,939762.1,364846.6,231333.5,389699.7,428767.2,297037.8,222838.7,153544.7,103449.1,189346.4
MAG(18:2),MACG,1,0,H42 C21 O4 N1 ,18,2,372.3105,-0.89 ppm,104,1316.9,803.7,1155.2,1048.9,2228.8,1214.7,2666.9,2097.1,3473.1,2108.4,1984.4,2273.1,2608.4,1903.3,3710.9,1627.7
MAG(18:1),MACG,1,0,H44 C21 O4 N1 ,18,1,374.3262,-0.89 ppm,104,15851.9,7627.4,7323.3,8712.8,8270.7,6881,11895.7,17649.2,9589.1,10186.7,7192.4,29376.1,13617.6,16626.9,11291.9,6907
MAG(18:0),MACG,1,0,H46 C21 O4 N1 ,18,0,376.3418,-0.96 ppm,104,1293263.9,292036.2,377460.3,64276.2,35676.1,790141.9,1167658.9,404981.4,293925.1,391451.9,503878.3,352575.9,278358.4,166838.1,92137.4,216731.7
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
###,MAGIS,,,,,,,,,,,,,,,,,,,,,,,,
MAG(17:1),MACG,0,1,H42 C20 O4 N1 ,17,1,360.3104,-1.10 ppm,104,91395.6,108589.4,102518.1,111698.6,85784.8,89018.3,173165.7,196859.5,521201.9,457387.5,521081.8,429901.6,463270.7,495939.5,430409.2,374256.1
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
###,PC-PR2,,,,,,,,,,,,,,,,,,,,,,,,
PC(30:1),PCHO,1,0,H75 C38 N1 O8 P1 ,30,1,704.5225,0.07 ppm,396.2,23748.9,58195.9,62333,107142.1,84112.7,37966.7,79398.2,59930.1,47099.3,45499.8,21610.3,25574,28676.1,63035.8,31658,32989.9
PC(30:0),PCHO,1,0,H77 C38 N1 O8 P1 ,30,0,706.5381,-0.06 ppm,396.2,690896.2,2995482.8,1180492.3,1718916.8,2453130.5,1347287.7,889366.8,858883.5,768737.6,1937905.8,504276.5,604352.7,376359.1,810864.5,725599.5,693045.2
PC(32:3),PCHO,1,0,H75 C40 N1 O8 P1 ,32,3,728.5189,-4.91 ppm,396.2,47575.9,225418.4,60246.8,90756.2,121694.8,96637.9,161408.8,105819,95661.2,92731,37136.4,34683.6,17477.8,68181.7,81736.4,169998.1
PC(32:2),PCHO,1,0,H77 C40 N1 O8 P1 ,32,2,730.537,-1.52 ppm,396.2,53981.6,103473.2,106323.1,142599.3,126670.6,66127.5,100558.4,127769.8,111377.3,89343.1,68576.1,58172.9,52762.7,135916.6,116786.7,83917.1
PC(32:1),PCHO,1,0,H79 C40 N1 O8 P1 ,32,1,732.5529,-1.23 ppm,396.2,878845.1,3054471.3,1815699.2,2374054.7,2382761.7,1886606.2,930016.2,1589414.2,954982.9,1235899.4,733059.7,1254173.1,510529.4,1772269.4,1166360,837946
PC(32:0),PCHO,1,0,H81 C40 N1 O8 P1 ,32,0,734.5682,-1.65 ppm,396.2,5188256.9,20200598.2,7537844.9,6243347.6,18176313.8,7061428.1,3873032.6,3965045.2,3267678.9,7160417.1,3532169.1,3223184.5,1920585,3818184,3671580,4495011.1
PC(34:4),PCHO,1,0,H77 C42 N1 O8 P1 ,34,4,754.5351,-3.97 ppm,396.2,80465.6,223735.1,107868.9,161748.5,136576.7,140976.1,183169.5,312327.3,136192,88358.1,59630.8,95424.8,44123.5,157590.8,111600.1,204110.5
PC(34:3),PCHO,1,0,H79 C42 N1 O8 P1 ,34,3,756.5505,-4.32 ppm,396.2,442088.8,1621372.8,482271.4,560307.4,779317.4,718506.8,835100.8,777967.9,505764.2,600540.1,300855.6,255180.3,214425.2,455903.6,357658.8,939379.9
PC(34:2),PCHO,1,0,H81 C42 N1 O8 P1 ,34,2,758.5682,-1.58 ppm,396.2,1836914.1,3792175.3,2389498.6,3825474.1,3206579.5,1748870,1264920.9,1240462.5,1510854.7,2550213.7,1353868.6,1167600.5,612907.1,1685723.2,1204831.5,1465554.6
PC(34:1),PCHO,1,0,H83 C42 N1 O8 P1 ,34,1,760.5835,-2.05 ppm,396.2,4538669.7,8377264.1,7994422.3,10795843.4,6372420.8,5709126.9,3966469.9,5620289.3,3836807.3,6032471.3,4137171.7,3270706.1,1604220.8,5245712.5,4081377.3,2975422.3
PC(36:5),PCHO,1,0,H79 C44 N1 O8 P1 ,36,5,780.5511,-3.46 ppm,396.2,218869.9,416517.3,287950.4,422748.2,443620.4,290262.8,251816,357499.9,341059.4,327444.8,193080.6,151285.1,96920.8,405701.1,168364.7,396696.8
PC(36:4),PCHO,1,0,H81 C44 N1 O8 P1 ,36,4,782.5672,-2.83 ppm,396.2,1399423.5,3131507.9,2488642.5,4372170.6,5503179.9,2935413.4,1177718.3,1787921.8,2054615,1823286,1291281.9,1280611.2,684967.1,2532112.6,1412675.2,1738095.6
PC(36:3),PCHO,1,0,H83 C44 N1 O8 P1 ,36,3,784.5831,-2.56 ppm,396.2,791195,1531928.2,1100035,1772026.4,2080323.5,1112153.1,624518.9,723607.6,964456.5,1045916,761350.7,600373.8,390082.9,1268254.2,831060.8,771191.2
PC(36:2),PCHO,1,0,H85 C44 N1 O8 P1 ,36,2,786.5991,-2.10 ppm,396.2,1216324.1,2163868,1975878.4,2220701.4,1639472.2,1351784.5,1075028.5,1360594.5,1111428.6,1442150,1115602.5,716009.3,585250.5,1733160.3,1325999.1,806209.9
PC(36:1),PCHO,1,0,H87 C44 N1 O8 P1 ,36,1,788.6144,-2.52 ppm,396.2,779071.4,1593886.9,1168584.4,1471065.7,1174253.6,878054.7,659694.3,494660,615921.9,956971.4,633107.9,575888.7,403731,842964.7,724909,423173.7
PC(38:7),PCHO,1,0,H79 C46 N1 O8 P1 ,38,7,804.5519,-2.37 ppm,396.2,53765.1,151774.7,98960.4,173572.1,184205.9,101057.6,80068.7,115633.1,244887.3,56028.8,0,42426.6,0,131062.5,64481.7,181798.5
PC(38:6),PCHO,1,0,H81 C46 N1 O8 P1 ,38,6,806.5696,0.23 ppm,396.2,143395.6,322790.2,218734.6,292058.8,395925.4,221485.4,147530.5,88875.5,196707.6,214496.5,227763.9,91956.7,70889.2,249785.1,124356.8,199509
PC(38:5),PCHO,1,0,H83 C46 N1 O8 P1 ,38,5,808.5873,2.77 ppm,396.2,540819.9,660085.6,492368.3,927441.7,1102396.6,679720.9,437672.8,498860.6,587805,540116,469595.6,250725.7,207825.8,668908.2,467857.6,392527
PC(38:4),PCHO,1,0,H85 C46 N1 O8 P1 ,38,4,810.6002,-0.67 ppm,396.2,465628.8,1058612.9,749101.5,1317524.8,1967854.5,642374.5,372565.9,405138.9,712436.1,611518.2,588028.8,331034.4,263615.5,839380.2,558389.2,450253.2
PC(38:3),PCHO,1,0,H87 C46 N1 O8 P1 ,38,3,812.6157,-0.87 ppm,396.2,146972.4,306336.5,260393.3,263292.3,440302,212695.1,100259.9,122915.2,187357.4,217627.4,316323,119017.4,118420.5,275341.9,214835.4,131650.7
PC(38:2),PCHO,1,0,H89 C46 N1 O8 P1 ,38,2,814.6318,-0.33 ppm,396.2,59112.8,121070.6,96154.2,77629.2,113895.5,83323.1,54093.5,65900.6,0,127250.3,72939.7,41892.9,31477.8,71098.5,106632.1,55087.4
PC(38:1),PCHO,1,0,H91 C46 N1 O8 P1 ,38,1,816.6475,-0.22 ppm,396.2,46065.6,96908.4,71781.1,61393,73114.3,94448.4,44013.2,28111.5,61596.6,68531.9,32794.8,57586.6,39140.7,26862.8,25114,12419.2
PC(40:6),PCHO,1,0,H85 C48 N1 O8 P1 ,40,6,834.5998,-1.14 ppm,396.2,117356.6,198514.5,127163,99971.9,282199.1,165023.5,63652.5,32930.8,288965.5,87496.1,246786.5,82174,107406.4,83359.3,56213.2,43215.6
PC(40:5),PCHO,1,0,H87 C48 N1 O8 P1 ,40,5,836.6155,-1.04 ppm,396.2,118436.2,214444.9,131296,105460.4,262537.4,154619.9,74609.6,76359.6,86264.3,102720,260422.3,62723.7,83326.5,90159.7,122694.4,58194.6
PC(40:4),PCHO,1,0,H89 C48 N1 O8 P1 ,40,4,838.6313,-0.90 ppm,396.2,34467.1,75535.1,64411.8,66159.3,108539.9,53747.7,50228.5,45103.7,61302,51137.1,76733.8,31703.3,40374,61318.8,75658.4,32181.7
PC(40:3),PCHO,1,0,H91 C48 N1 O8 P1 ,40,3,840.6468,-1.02 ppm,396.2,13590.1,18197.4,16953.8,17044.1,21824,16707.2,25332.6,22635.8,19704.3,14725.5,16586.7,12982.6,12685.8,23909.1,30902.3,9494.2
PC(40:2),PCHO,1,0,H93 C48 N1 O8 P1 ,40,2,842.6619,-1.71 ppm,396.2,7989.4,8037,5689,9709.1,7714.9,10500.7,16752.5,14332.1,3120.8,10654.8,6628.6,7394.7,6994.3,6762.4,9383.7,2614.1
PC(40:1),PCHO,1,0,H95 C48 N1 O8 P1 ,40,1,844.6778,-1.44 ppm,396.2,7312.2,10244.5,5372.8,7973.3,11974.9,8773.5,25318.6,25493.5,10374.6,13644.2,11802.9,11389.4,15166,11390.3,11593.3,6424.8
PC(40:0),PCHO,1,0,H97 C48 N1 O8 P1 ,40,0,846.6936,-1.24 ppm,396.2,10442.9,5356.3,2089.3,2061,3389.9,1411.9,14210.3,12596,2036,3758,4378.9,3983,10485.3,3414.7,5463.5,2478.3
PC(42:4),PCHO,1,0,H93 C50 N1 O8 P1 ,42,4,866.6623,-1.22 ppm,396.2,2358.2,4228.1,3885.7,0,7533.7,4916.2,10607.4,4389.6,0,4674.2,0,0,3704.2,4857,9031.7,0
PC(42:3),PCHO,1,0,H95 C50 N1 O8 P1 ,42,3,868.6784,-0.62 ppm,396.2,4981.3,4406.4,0,3534,4563.5,6208.5,9204.6,8119.5,5989.5,2487.5,2180.7,4121.7,5923.8,7321.6,12501.8,5879.6
PC(42:2),PCHO,1,0,H97 C50 N1 O8 P1 ,42,2,870.6926,-2.28 ppm,396.2,6506.6,5120.7,3593.1,5007.4,5568.6,6405.7,27166.7,24638.1,6370.8,6820.3,10484.9,8751.4,16406.5,11381.7,10554.3,5294.2
PC(42:1),PCHO,1,0,H99 C50 N1 O8 P1 ,42,1,872.7089,-1.58 ppm,396.2,10446.4,10202.8,10195,14827.3,13833,13736.9,25749.4,36959,8884.9,9615.5,15281.9,9425.9,13976.8,9764.1,11270.4,4242.4
PC(42:0),PCHO,1,0,H101 C50 N1 O8 P1 ,42,0,874.7253,-0.69 ppm,396.2,12683.4,7074.4,4906.7,4904.8,7006.5,2490.8,20739.1,10121.8,1891.7,2005.7,0,2156.5,6357.5,4065.7,0,2161.1
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
###,PCIS-PR2,,,,,,,,,,,,,,,,,,,,,,,,
PC(31:1),PCHO,0,1,H77 C39 O8 P1 N1 ,31,1,,,396.2,12585260.2,14423523.2,18421237.5,17889448.4,15095197.3,12711736.3,13044554.5,14292859.5,9863335,10707260.7,7768271.2,10017635.1,8329867.8,10790115,8251220.2,6331385.5
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
###,PCO-PR2,,,,,,,,,,,,,,,,,,,,,,,,
PC-O(32:1),PC-O,1,0,H79 C40 N1 O7 P1 ,32,1,716.5588,-0.07 ppm,396.2,85045.6,112161.7,116348.5,179280.9,111194.5,81988.5,75408.6,117139.8,127925.5,95086.1,72701.8,75420.3,68718.4,100200.1,59753.1,74894.3
PC-O(34:2),PC-O,1,0,H81 C42 N1 O7 P1 ,34,2,742.5728,-2.30 ppm,396.2,135129,187258.1,239426.9,222533.6,163944.6,107293.7,249601.8,232032.8,283248.8,217370.8,124609.2,77994,156216.9,194655.4,150223.2,191399.6
PC-O(34:1),PC-O,1,0,H83 C42 N1 O7 P1 ,34,1,744.5887,-2.02 ppm,396.2,432087.6,591692.2,750283.8,846031.3,366435.8,403323.8,555780.5,609271.5,440833.6,589337.7,308741.5,305725.7,346234,308325.8,394999.7,397878.8
PC-O(34:0),PC-O,1,0,H85 C42 N1 O7 P1 ,34,0,746.6044,-1.93 ppm,396.2,261372.3,667819,549799.2,818337.8,358447.3,417039.3,614607.7,688564.8,500886.4,510102.9,377450.3,208273.4,468767.7,426989.8,543434.8,371975.2
PC-O(36:3),PC-O,1,0,H83 C44 N1 O7 P1 ,36,3,768.588,-2.77 ppm,396.2,995433.1,2996535.5,2868320.8,4671808.9,3049363.7,2421021.3,1323243.8,2443304.4,3211716.9,1733744.8,1234699.7,1001945.2,1965531.1,1534204.4,1694413,1096181.8
PC-O(36:2),PC-O,1,0,H85 C44 N1 O7 P1 ,36,2,770.6039,-2.44 ppm,396.2,233845.9,515733.9,456111.9,866112.5,516127.4,394120.4,289281.2,443870.4,581662,398053.5,236495.7,182854.2,468432.4,330183.5,461260,265337.8
PC-O(36:1),PC-O,1,0,H87 C44 N1 O7 P1 ,36,1,772.62,-1.96 ppm,396.2,151114.2,259677.2,251185.2,357038.1,132188.1,167268.5,188070.3,213797.2,186865.6,205363,140665.4,160403.1,123932,185002.1,136821.1,112471.3
PC-O(36:0),PC-O,1,0,H89 C44 N1 O7 P1 ,36,0,774.6355,-2.06 ppm,396.2,30601,59950.3,85746.8,92143.1,24122.2,27261.7,39876.4,55114.4,66660.6,57755.5,33959.2,32454.8,39356.9,47307.7,44608.4,24733.6
PC-O(38:4),PC-O,1,0,H85 C46 N1 O7 P1 ,38,4,794.6036,-2.76 ppm,396.2,1269528.8,2449054.5,2701468.2,4453422.7,2679447.2,2017824.2,927745,1736834.9,2648942.7,1698936.4,1134451.2,1117248.7,1208850,2154499.1,1775520.7,1327298.5
PC-O(38:3),PC-O,1,0,H87 C46 N1 O7 P1 ,38,3,796.619,-3.06 ppm,396.2,436548.9,1075589.7,1712419.5,2221444,1388054.9,660794.5,501469.4,810409.8,1478276.5,843546.1,536356.1,515592.9,842909.6,1097169.3,975277.5,431359
PC-O(40:5),PC-O,1,0,H87 C48 N1 O7 P1 ,40,5,820.6202,-1.50 ppm,396.2,72323.2,134684.3,214114.2,222799.1,142347.8,111974.9,93833.1,180358,185149.9,154486.4,115972.7,66107.6,106517.3,132320.6,176882.3,83916.8
PC-O(40:4),PC-O,1,0,H89 C48 N1 O7 P1 ,40,4,822.6357,-1.73 ppm,396.2,78217.8,190529.7,346844.7,300196.9,201835.9,136951,153856.2,237245.7,324424.4,192674,173131.1,68899.4,205166.9,186945,264641.9,90644.5
PC-O(40:3),PC-O,1,0,H91 C48 N1 O7 P1 ,40,3,824.6519,-1.00 ppm,396.2,38662.8,81526.8,209737.1,180179.3,100605.2,58976.6,73822.5,111223.9,243975.6,87819.6,86724,47770.7,114681.4,128839.5,192745.8,41037.8
PC-O(42:6),PC-O,1,0,H89 C50 N1 O7 P1 ,42,6,846.6354,-2.00 ppm,396.2,9356.3,20137.8,21312.2,12691,13124.1,8182.5,35219.9,39943.2,61416.5,10508.4,18469.6,1486,14461.8,16467.4,14215.6,13968
PC-O(42:4),PC-O,1,0,H93 C50 N1 O7 P1 ,42,4,850.6683,-0.12 ppm,396.2,20624.3,55552.3,82139.4,64595.5,48958.7,47735.9,42974.1,75336.4,96414.9,45274.4,57873.1,26936.4,42482.7,72806.4,105431.8,52782.6
PC-O(42:3),PC-O,1,0,H95 C50 N1 O7 P1 ,42,3,852.6833,-0.87 ppm,396.2,19152.1,40243,81520.9,59512.1,41305.4,33330.6,51081.3,40191.2,189897.1,43038.8,46105.5,21461.4,56374.6,63351.3,115717.1,42487.8
PC-O(42:2),PC-O,1,0,H97 C50 N1 O7 P1 ,42,2,854.6992,-0.62 ppm,396.2,12309.1,14076.6,18379.9,15450.3,11077.4,10084.1,15659.8,4705.2,27052,8418.8,0,0,13773.9,8983.9,22240.9,6544.3
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
###,PCOIS-PR2,,,,,,,,,,,,,,,,,,,,,,,,
PC(31:1) b,PC-O,0,1,H77 C39 O8 P1 N1 ,31,1,,,396.2,12585260.2,14423523.2,18421237.5,17889448.4,15095197.3,12711736.3,13044554.5,14292859.5,9863335,10707260.7,7768271.2,10017635.1,8329867.8,10790115,8251220.2,6331385.5
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
###,PE,,,,,,,,,,,,,,,,,,,,,,,,
PE(34:3),PETA,1,0,H73 C39 N1 O8 P1 ,34,3,714.5046,-3.12 ppm,210.4,0,3829.8,1302.3,1454.8,1414.8,0,4647.7,4395.4,2874.8,2424.9,2027,1311.8,2187.7,2387.3,3162.3,1908.7
PE(34:2),PETA,1,0,H75 C39 N1 O8 P1 ,34,2,716.5225,0.02 ppm,210.4,25732.9,51435.2,33816.3,33960.4,25860.5,31612.1,59068,53523,33632.7,36317.1,31720.8,26602.5,33471.2,52562.4,48583.5,32397.6
PE(34:1),PETA,1,0,H77 C39 N1 O8 P1 ,34,1,718.538,-0.20 ppm,210.4,57524.6,155926.8,215536.4,124574.2,73171.9,114717.5,287056.2,195194.5,121230.6,188047.9,82951.5,88282.6,156182.7,176978.1,206546.5,92581.4
PE(34:0),PETA,1,0,H79 C39 N1 O8 P1 ,34,0,720.5515,-3.17 ppm,210.4,5943,10783.3,12473.2,10071,7634.3,7854.7,36579.7,14874.1,13936,13990.3,9563.5,9538.7,29748.6,14312.4,28148.7,6771.1
PE(36:5),PETA,1,0,H73 C41 N1 O8 P1 ,36,5,738.5042,-3.50 ppm,210.4,1915.4,7629.6,5297.5,7366.2,4832.5,5318.5,11291.6,13273,5863.1,5940.5,3387.2,2081.9,4491.4,7152.4,6443.4,4199
PE(36:4),PETA,1,0,H75 C41 N1 O8 P1 ,36,4,740.5191,-4.51 ppm,210.4,23866.4,67885.1,57806.6,79309.2,63109,58356,48571.6,67953.3,80259.1,77810.5,53217.8,39230.6,65912.2,97904.1,76487.9,50601.9
PE(36:3),PETA,1,0,H77 C41 N1 O8 P1 ,36,3,742.5354,-3.61 ppm,210.4,20322,52783.3,22842.7,29834,30456,27244.2,46606.6,36272.2,34221.2,48990.3,30339.8,22236.7,32250.2,43687.5,55023.9,32252.2
PE(36:2),PETA,1,0,H79 C41 N1 O8 P1 ,36,2,744.5525,-1.66 ppm,210.4,99768.4,195723.5,118441.3,156174,89020.7,93588.3,242159.8,199203,133906.9,243759.1,130398.7,114144.6,117945.2,149067.9,283478.1,126655.6
PE(36:1),PETA,1,0,H81 C41 N1 O8 P1 ,36,1,746.5682,-1.62 ppm,210.4,268404.8,480419.5,477803.1,451580.1,264176.2,276900.7,508033.3,530392.8,619953,607211.7,444867.1,422801.8,284712.8,676105.1,747021.6,383623.9
PE(38:7),PETA,1,0,H73 C43 N1 O8 P1 ,38,7,762.5022,-6.02 ppm,210.4,1578.1,5420.5,4463.9,4643.9,3985.3,5443.3,5632,13332,7482.5,2628.9,1894.2,1608.5,2110.3,3778.4,3288.6,6795.1
PE(38:6),PETA,1,0,H75 C43 N1 O8 P1 ,38,6,764.5182,-5.65 ppm,210.4,8255.7,19842.8,17129.4,22730.3,19247.3,21723,15848.9,25849.4,15418.4,26354.1,25450.8,12740.5,10977.9,21463.9,21296.6,20865.5
PE(38:5),PETA,1,0,H77 C43 N1 O8 P1 ,38,5,766.5372,-1.18 ppm,210.4,39294.2,82581.1,59129.5,92587,90289.3,70240.6,65686,78850.8,73967.3,72322.5,63589.5,47920.1,43226.2,99150.9,75822.4,51708.5
PE(38:4),PETA,1,0,H79 C43 N1 O8 P1 ,38,4,768.5525,-1.69 ppm,210.4,193594.4,485642.9,542265.3,606636.1,562147.4,415879.8,272095.1,503727.2,664652.5,540783.5,474265.9,290831.3,268531.7,487159.1,338052.9,297002.1
PE(38:3),PETA,1,0,H81 C43 N1 O8 P1 ,38,3,770.5674,-2.67 ppm,210.4,25310,61465.1,58028.4,77334.9,60873.5,47079.9,37246.7,66787.2,78720.2,77803.7,63965.9,54044.1,59712.9,86054.4,81292.8,54017.8
PE(38:2),PETA,1,0,H83 C43 N1 O8 P1 ,38,2,772.5836,-1.85 ppm,210.4,9204.3,11819.8,7237.7,7075.5,6066.3,8718.3,10897.5,13194.2,10236.5,17474,9668.2,12095.5,7499,13673.1,17867.7,9306
PE(38:1),PETA,1,0,H85 C43 N1 O8 P1 ,38,1,774.5992,-2.04 ppm,210.4,5744.4,9737.1,6507.6,8148.9,5544.3,6406.1,6218.9,10320.5,0,14093.6,8159.4,10013.5,7183.3,11043.6,10171.8,7506.2
PE(40:7),PETA,1,0,H77 C45 N1 O8 P1 ,40,7,790.5342,-5.02 ppm,210.4,17576.7,39940.8,33627.4,46929.5,28850.2,24903.2,41280.3,73621,67528.9,27541.6,22420,11612.7,20456.2,47691.8,43157.9,61738.3
PE(40:6),PETA,1,0,H79 C45 N1 O8 P1 ,40,6,792.5519,-2.41 ppm,210.4,10064,21451,21860.8,24603.2,20158.4,21577.6,19827.5,30565.1,17712.9,31365.2,20752.8,16572.5,12714.6,28905.6,33292.8,25088.3
PE(40:5),PETA,1,0,H81 C45 N1 O8 P1 ,40,5,794.5678,-2.06 ppm,210.4,15385.1,31265.1,30193.5,27049.8,24112.9,29606.6,22374.5,44247.8,29098.2,28373.6,19561.6,19920.1,19776.3,34683.8,42426.8,20705.9
PE(40:4),PETA,1,0,H83 C45 N1 O8 P1 ,40,4,796.5826,-3.08 ppm,210.4,10260.9,22186.3,32021.7,22967.9,22555.3,19666.1,24791,46677.7,37721.6,32724.1,29735.8,17370.2,26482.9,29225.4,65787.6,20952.8
PE(40:3),PETA,1,0,H85 C45 N1 O8 P1 ,40,3,798.5983,-3.04 ppm,210.4,1492.2,2602.4,3593,2559.9,3268.9,3232.1,4673.7,6737.1,7086.5,5904.6,4874.2,2626.5,5198,6601.5,9124.1,2928.2
PE(40:2),PETA,1,0,H87 C45 N1 O8 P1 ,40,2,800.6167,0.43 ppm,210.4,3209.8,2837.6,0,2958.4,2217.6,2405.1,3256.2,4650.8,4338.4,5850.4,3493.3,2414,2921.2,2911.2,4982.6,2495.1
PE(40:1),PETA,1,0,H89 C45 N1 O8 P1 ,40,1,802.6273,-5.91 ppm,210.4,4094.5,4920.1,4078.3,5762.5,3830.6,4256,5117,6861,6017.6,8574.5,4760.8,4595.3,10038.5,6880.3,5595,3892.7
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
###,PEIS,,,,,,,,,,,,,,,,,,,,,,,,
PE(31:1),PETA,0,1,H71 C36 P1 O8 N1 ,31,1,676.4911,-0.08 ppm,210.4,2913353.7,3216799.1,3135672.2,3797116.5,3271578,3256309.6,3877345,4450069.3,3622721.8,3151096.2,4165842.2,3867889.5,3978094.4,3793131.1,2934740.2,2779934.8
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
###,PEO,,,,,,,,,,,,,,,,,,,,,,,,
PE-O(36:4),PE-O,1,0,H75 C41 N1 O7 P1 ,36,4,724.5265,-1.46 ppm,250,51891.2,96784.8,105419.9,99807.7,73029.2,101103,61769.6,134117.3,129553,147084.4,96632.8,83404.1,59585,129978.4,128469.6,87372.2
PE-O(36:2),PE-O,1,0,H79 C41 N1 O7 P1 ,36,2,728.5578,-1.51 ppm,250,4332.5,9395.5,7043.7,9937.4,3103,6409.5,3451.1,7267.4,8634.9,16247.9,7057.8,8270.6,3125.5,8601,6767.3,9708.5
PE-O(36:1),PE-O,1,0,H81 C41 N1 O7 P1 ,36,1,730.5735,-1.38 ppm,250,7418.7,13514.2,17634.2,19506.9,4132.3,10227.5,6885.2,15966.6,18374.7,28745,13425.1,14890.3,4067.5,17326,10925.2,14063.1
PE-O(36:0),PE-O,1,0,H83 C41 N1 O7 P1 ,36,0,732.5889,-1.75 ppm,250,2686.6,8364.6,13315.6,8707.8,3567,5092.2,3083.9,7953.3,9188.6,14147.9,8925.6,9104.6,3997.8,7389.4,5258.5,6199.2
PE-O(38:7),PE-O,1,0,H73 C43 N1 O7 P1 ,38,7,746.5085,-4.61 ppm,250,10119.1,24757.6,16889.1,24750,13306.3,18872.5,30722.2,57440.8,40001,16119.9,9835.8,9638,7451.1,19221.3,19310.3,46946.7
PE-O(38:6),PE-O,1,0,H75 C43 N1 O7 P1 ,38,6,748.5265,-1.43 ppm,250,5274.1,10912.1,9134.1,14379.6,6821.7,12023,7584.5,16845.6,13187.7,18396.3,15086.4,9885.3,7303.9,13420.1,15196.5,15406.8
PE-O(38:5),PE-O,1,0,H77 C43 N1 O7 P1 ,38,5,750.5424,-1.10 ppm,250,37199.7,66036.7,43897.6,82537.8,48659.8,54472.7,29388.1,72831.4,76785,104168.1,73645.7,61643.5,26419.5,92200.6,66333.5,60810.9
PE-O(38:4),PE-O,1,0,H79 C43 N1 O7 P1 ,38,4,752.5577,-1.53 ppm,250,78472.8,162792.3,187661.2,249040.4,128528.4,119499.2,62760.7,133057.4,196734.4,203143.1,147501.9,153218.5,57418.4,249602.3,113573.5,117061.6
PE-O(38:3),PE-O,1,0,H81 C43 N1 O7 P1 ,38,3,754.5733,-1.67 ppm,250,24112.7,64633.8,99702.7,123784.9,48113.3,51126.9,25238.5,72379.5,84617.8,103669.5,65136,61156.5,29768.5,87520.4,54655.5,57682.7
PE-O(40:8),PE-O,1,0,H75 C45 N1 O7 P1 ,40,8,772.5239,-4.80 ppm,250,12027,13716.6,9163.1,18001,7726,14757.5,16722.5,36298.2,29676.3,12798.3,9587.5,8455.7,5600.5,16817.3,13600.5,28433.9
PE-O(40:6),PE-O,1,0,H79 C45 N1 O7 P1 ,40,6,776.5571,-2.25 ppm,250,5833.1,12712.3,13814.5,15025.1,8703.9,11001.7,6283,14822.5,17323.4,17364,10482.6,9900.3,4027.3,15287.7,9097.3,11056.4
PE-O(40:5),PE-O,1,0,H81 C45 N1 O7 P1 ,40,5,778.5732,-1.74 ppm,250,6823.1,16306,19830,22406.1,10440.8,13443.9,9641.6,21453.1,22614.6,20398.4,22296.6,14083.3,8034.7,24567.7,15503.4,13937.7
