NAME,CLASS,SAMPLE,IS,chemsc,C,db,MASS,ERROR,ISpmol,INT:C059.mzML,INT:C079.mzML,INT:C080.mzML,INT:C081.mzML,INT:C083.mzML,INT:C084.mzML,INT:C103.mzML,INT:C105.mzML,INT:C123.mzML,INT:C135.mzML,INT:C137.mzML,INT:C141.mzML,INT:C145.mzML,INT:C149.mzML,INT:C155.mzML,INT:C176.mzML
PE-O(40:4),PE-O,1,0,H83 C45 N1 O7 P1 ,40,4,780.5884,-2.31 ppm,250,8414.5,19565.5,32203.4,30464.5,17588,12672.8,14847.5,26617.5,43040.5,30943.2,27161.9,23086.4,11896.4,37244.7,19105.8,16366.5
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
###,PEOIS,,,,,,,,,,,,,,,,,,,,,,,,
PE-O(31:1),PE-O,0,1,H71 C36 P1 O8 N1 ,31,1,676.4911,-0.08 ppm,210.4,2913353.7,3216799.1,3135672.2,3797116.5,3271578,3256309.6,3877345,4450069.3,3622721.8,3151096.2,4165842.2,3867889.5,3978094.4,3793131.1,2934740.2,2779934.8
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
###,PI-POS,,,,,,,,,,,,,,,,,,,,,,,,
PI(32:2),PHIN,1,0,H79 C41 N1 O13 P1 ,32,2,824.5287,0.47 ppm,80.6,0,0,0,1289.9,0,1271.8,1712.8,2802.1,11139.1,4559.8,4673.7,2997.9,2047.7,4879.8,1945.3,2153.6
PI(32:1),PHIN,1,0,H81 C41 N1 O13 P1 ,32,1,826.5442,0.26 ppm,80.6,1446.9,8603.3,5009.8,2547.4,1536.6,3430.1,2137.1,2256.2,9358,10211.5,5832,5918.7,7119.8,8228,11672.2,5131.9
PI(34:2),PHIN,1,0,H83 C43 N1 O13 P1 ,34,2,852.5552,-5.18 ppm,80.6,7223.3,33593.7,23263.6,11812.3,11731.1,11259.4,5688.6,8385.5,26850.1,25479.2,16930.6,15366.6,27432.5,26270.3,42893.7,57485.7
PI(34:1),PHIN,1,0,H85 C43 N1 O13 P1 ,34,1,854.5732,-2.47 ppm,80.6,43379.4,383261,96380.7,84161.3,51718.4,68555.1,12895.7,21788.4,71617.4,157389.8,61124.5,115381.9,102182.9,80468.2,156205.3,126464.5
PI(36:4),PHIN,1,0,H83 C45 N1 O13 P1 ,36,4,876.5592,-0.53 ppm,80.6,36802.6,82004,51730.5,45680.1,32809.1,33231.5,9149.5,14930,72186.6,83805.6,38152.2,52195.3,46391,121361.6,76722.5,76968.8
PI(36:3),PHIN,1,0,H85 C45 N1 O13 P1 ,36,3,878.5745,-0.92 ppm,80.6,21675.7,49789.3,27680.1,19546,24498.2,15801,7663.2,6523.4,49995.6,50510.8,29864.8,30724.8,43925.5,81503.4,61666.1,78270.8
PI(36:2),PHIN,1,0,H87 C45 N1 O13 P1 ,36,2,880.5901,-0.98 ppm,80.6,140204.2,446382.1,151210.5,125636,99655,83770.1,31091.1,29978.2,140777.7,267301.8,134645,221096.3,189457.1,278849,389114.9,304276.4
PI(36:1),PHIN,1,0,H89 C45 N1 O13 P1 ,36,1,882.6061,-0.60 ppm,80.6,146919.1,715074.6,160208.2,161529.4,122776.2,87568.9,26345.5,31581.1,121964.6,378085.5,171448.4,330994.8,224880.6,273476.1,297750.7,268075.1
PI(38:6),PHIN,1,0,H83 C47 N1 O13 P1 ,38,6,900.561,1.44 ppm,80.6,5604.2,26404.7,15580.4,12074.4,12550.8,11836.9,1914.2,2555.5,9891.5,23216.5,10641.6,11370.6,12956.7,20575.3,10844.9,17303.4
PI(38:5),PHIN,1,0,H85 C47 N1 O13 P1 ,38,5,902.5779,2.88 ppm,80.6,38617.5,72092.9,54081.6,38601.5,29573.8,28123,8861.7,12409.6,63756.2,103100.7,48604.2,49006.1,46423.6,229384.9,77708.9,78211.8
PI(38:4),PHIN,1,0,H87 C47 N1 O13 P1 ,38,4,904.5942,3.56 ppm,80.6,538292.7,1102262.7,902657.1,601157.3,438282.4,293033.1,97494.5,185096.4,891684.1,1377984.6,587834.7,967524.9,516834,2040080.5,1054040.8,972984.3
PI(38:3),PHIN,1,0,H89 C47 N1 O13 P1 ,38,3,906.6098,3.51 ppm,80.6,114022.2,188755.3,143993.7,102251.7,60894.7,61500.4,24295.2,31407.8,210069.4,280063.5,127387.7,225424.2,167362,587801.9,252611.9,219080
PI(40:6),PHIN,1,0,H87 C49 N1 O13 P1 ,40,6,928.5904,-0.62 ppm,80.6,26249.9,64436.6,52872.7,47482.1,37650.9,33792.4,4692.1,10480,50009.6,95350.5,55100.5,52059.8,56571.4,122403.4,51785.7,51560.5
PI(40:5),PHIN,1,0,H89 C49 N1 O13 P1 ,40,5,930.6075,0.93 ppm,80.6,21155.6,44992.5,38573.4,23786.1,25691.7,20407.8,5161.2,9449.7,48706.4,73724.2,32412.2,30474.3,41964.5,93796.5,43133.5,33097.4
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
###,PIIS-POS,,,,,,,,,,,,,,,,,,,,,,,,
PI-IS(34:0),PHIN,0,1,H87 C43 O13 P1 N1 ,None,0,856.5899,-1.19 ppm,80.6,618334.9,838167,745756.3,371282.6,296228,235804.2,82615.3,91773,448512.8,916402.1,564048.3,703722.6,794006.9,853765,942684,851253.2
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
###,SM-PR2,,,,,,,,,,,,,,,,,,,,,,,,
SM(16:0),SPMY,1,0,H80 C39 N2 O6 P1 ,16,0,703.5749,0.03 ppm,99.2,1836255.3,3314423.6,2789465.8,4176216.2,2951049.9,2536419.9,2303893.3,3188830.1,3570026.6,4394662.1,1857994.9,1914139.1,1479938.6,4141290.9,2978048.3,1345265
SM(18:1),SPMY,1,0,H82 C41 N2 O6 P1 ,18,1,729.5904,-0.19 ppm,99.2,16106.8,42547.3,41596.2,18290.6,43583.9,37467.1,16093.5,13813,26422,15473.9,30123.1,34839.4,21953.1,9954.8,14329.7,11366.6
SM(18:0),SPMY,1,0,H84 C41 N2 O6 P1 ,18,0,731.6046,-2.15 ppm,99.2,27849.7,80332.4,69196.2,76812.5,76443.3,43247.1,44055.3,51619.3,36343.1,41324.4,96837.1,35379.9,29050.5,49669.8,51340.8,26232.1
SM(22:1),SPMY,1,0,H90 C45 N2 O6 P1 ,22,1,785.6517,-1.78 ppm,99.2,48805.2,91001.5,105814.2,121329.9,95055.1,78123.6,55553.8,62153.8,52499.5,45975.7,90241.9,38444.1,37236.4,67472.1,69185.5,33951.4
SM(22:0),SPMY,1,0,H92 C45 N2 O6 P1 ,22,0,787.667,-2.19 ppm,99.2,171845.7,381108.3,437358.6,525158,296677.2,225331.9,201260.9,203367.3,230375.6,290472.4,248105.9,172647.5,154308.4,270461.2,216999.1,143342.2
SM(24:2),SPMY,1,0,H92 C47 N2 O6 P1 ,24,2,811.6682,-0.71 ppm,99.2,101348.2,187167.3,151591.6,230120.4,140265.6,149072.6,139452.4,163727,190214.6,158446.2,177621.6,79318.4,60266.9,162743.3,181640.5,106278.1
SM(24:0),SPMY,1,0,H96 C47 N2 O6 P1 ,24,0,815.6995,-0.72 ppm,99.2,731945.2,1211690.4,1374632.2,1695652.3,1232971,985760.1,1067572.2,1156323.7,1487883.8,930105.2,996172.8,684613.8,724605.7,1423697.9,905609.6,1121741.5
SM(26:1),SPMY,1,0,H98 C49 N2 O6 P1 ,26,1,841.7153,-0.52 ppm,99.2,22849.6,23415.4,19046.2,24414.6,18590.7,24799,34082,38992.8,34496.3,20598.6,29644.9,25492.8,19149.2,21519.6,19056.9,34388.3
SM(26:0),SPMY,1,0,H100 C49 N2 O6 P1 ,26,0,843.7303,-1.27 ppm,99.2,7884.1,11349.2,8982.4,10136.9,10953.6,9765.7,11834.3,9608.6,8652.3,4939.3,11845.7,7237.2,6548.2,12823.2,8027.7,11353.4
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
###,SMIS-PR2,,,,,,,,,,,,,,,,,,,,,,,,
SM(17:0),SPMY,0,1,H82 C40 P1 O6 N2 ,17,0,,,99.2,1826523.5,2045022,2414172.3,2531138.7,2482307,2183832.5,1761943.2,1984316.2,2045916.4,2183271.6,2040929.7,1923360.3,1646603.6,1955169.4,1195672.1,1391604.4
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
###,TAG,,,,,,,,,,,,,,,,,,,,,,,,
TAG(46:0),TACG,1,0,H98 C49 O6 N1 ,46,0,796.7365,-2.95 ppm,427.1,17220.2,20605.4,15195.4,14641.8,8102.3,9504.4,26011.3,12836.2,9091.9,10193.4,13108.4,12766,10416.8,9934.2,5913.4,3035.2
TAG(48:2),TACG,1,0,H98 C51 O6 N1 ,48,2,820.7375,-1.72 ppm,427.1,3679.3,5244.7,5877.4,5444.8,3671.5,4066.3,16593.8,7931.2,8960.6,5957.4,15547.2,8794.7,9153.8,6252.6,2709.6,2416.7
TAG(48:1),TACG,1,0,H100 C51 O6 N1 ,48,1,822.7532,-1.59 ppm,427.1,6820.7,16530.9,10953.5,18075.5,6960.9,18144.7,27116.2,16112.3,21291,16955,34421.3,19714.6,22361.1,16210.3,7989.6,9417.2
TAG(48:0),TACG,1,0,H102 C51 O6 N1 ,48,0,824.7694,-0.88 ppm,427.1,16482.2,37088.7,22944.6,7206.7,5848.9,9144.3,18035.6,12179.3,11191.6,6725.7,15124.5,8892.3,9586.8,5540.9,2761,1884.9
TAG(50:3),TACG,1,0,H100 C53 O6 N1 ,50,3,846.7536,-1.06 ppm,427.1,2183.6,4204.2,3883.9,2346.5,1711,3049.2,7394.2,4519,5244.7,2856,7175.6,4419.6,3701.3,3167.7,1485.9,1513.4
TAG(50:2),TACG,1,0,H102 C53 O6 N1 ,50,2,848.7693,-1.06 ppm,427.1,5436.2,10905.4,10849,8957.8,4865.6,9594.8,21189.6,17414.6,14614.8,10392.3,22454.5,12843.6,10872.1,10282.1,5393.4,6006.5
TAG(50:0),TACG,1,0,H106 C53 O6 N1 ,50,0,852.8008,-0.77 ppm,427.1,33403.4,75355.7,43913.7,4943.6,4634.9,15706.1,15943.3,5916.9,4592.1,4077.4,9453.3,5110.2,6086.4,2611.3,1245.2,1370.6
TAG(52:5),TACG,1,0,H100 C55 O6 N1 ,52,5,870.7535,-1.14 ppm,427.1,634.5,1167.6,1407.8,268.9,409,572.6,1319,3551.2,1158.8,567.3,1327.4,244.2,1079.4,865.2,798.4,712.1
TAG(52:4),TACG,1,0,H102 C55 O6 N1 ,52,4,872.7689,-1.43 ppm,427.1,2420.4,3834,4531,2022.4,1511.6,2367.7,6276.5,12311.6,4773.6,2668.9,7383.3,2376.3,2840.2,2348.1,5836.7,2340.9
TAG(52:3),TACG,1,0,H104 C55 O6 N1 ,52,3,874.7849,-1.10 ppm,427.1,5401.1,11299.5,10256.3,5553.4,3730.7,5983.6,13287.7,19890.6,9465.3,8120.2,15638.2,7073.6,5518.1,6936.4,7551.2,5658.5
TAG(52:2),TACG,1,0,H106 C55 O6 N1 ,52,2,876.8003,-1.28 ppm,427.1,11793.7,30845,20365.4,26315.5,14898.7,13694.5,26852.2,31230,15750.6,18806.4,26982.7,12546.4,9855.8,16024.3,7623.3,9685.5
TAG(54:6),TACG,1,0,H102 C57 O6 N1 ,54,6,896.7685,-1.86 ppm,427.1,1719,2791.5,3434.5,1438.9,955.1,1550.4,3239.8,8497.7,2512.8,1595.1,3214.6,819.4,1535.8,1505.5,6487.9,1389.1
TAG(54:5),TACG,1,0,H104 C57 O6 N1 ,54,5,898.784,-2.04 ppm,427.1,3932.9,5065.2,5794.2,2477.8,1867.8,2492.3,5481.5,13071.7,6440.3,3014.4,6116.8,1459.3,3984.5,3788,7964,2410.5
,,,,,,,,,,,,,,,,,,,,,,,,,
###,TAGIS,,,,,,,,,,,,,,,,,,,,,,,,
TAG(47:1),TACG,0,1,H98 C50 O6 N1 ,47,1,808.7392,0.45 ppm,359.5,772617.7,1930644.1,1660168.3,1988068.3,1398409.2,1411353.9,1868297.8,2444505.1,3698559.2,2119638.8,3509459.6,1974402.9,2458129.7,2531992.7,1173547.3,1251388.9
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
###,PS-NL185POS,,,,,,,,,,,,,,,,,,,,,,,,
PS(32:0),PHSE,1,0,H75 C38 N1 O10 P1 ,32,0,736.5117,-0.77 ppm,98.8,2242.9,2908.7,3078.5,3359,3205.3,5017.8,7713.3,4110.6,1748.3,1632.6,2498.5,2669.9,3115.9,9911.1,8821.7,9100.5
PS(34:2),PHSE,1,0,H75 C40 N1 O10 P1 ,34,2,760.5112,-1.41 ppm,98.8,8574.8,3901.3,12586.6,10280.9,3597.8,7932.6,3943.2,2805.6,2460.4,7310.3,2493.1,5444.9,4339,7022.9,2388.2,3885.4
PS(34:1),PHSE,1,0,H77 C40 N1 O10 P1 ,34,1,762.5275,-0.63 ppm,98.8,81424.6,48055.7,52812.1,76261.5,48836,69658.6,29061.6,47661.2,56058.7,66616.9,74982,65485.8,49774.8,66346.5,54323,52880.4
PS(34:0),PHSE,1,0,H79 C40 N1 O10 P1 ,34,0,764.5426,-1.28 ppm,98.8,6068.9,6135.4,4578.6,8678.7,8585.6,7251,14700,9037.8,4451.1,7616,8500.1,5509.1,8711.3,19725.2,24034.6,20787.1
PS(36:4),PHSE,1,0,H75 C42 N1 O10 P1 ,36,4,784.5098,-3.21 ppm,98.8,6674.2,5482.7,6160.8,7055.5,7086.8,7261.2,9716.7,10145.9,7288.4,6301.5,4921.5,4893.6,6017.9,9905.8,7863.5,10824.1
PS(36:3),PHSE,1,0,H77 C42 N1 O10 P1 ,36,3,786.5264,-1.98 ppm,98.8,8777.7,8463.2,4766.5,12485.1,5444.8,5528.5,3887.3,3102,4934.4,3822.9,5047.4,3956.8,4191.1,7771.8,6294.9,5383.5
PS(36:2),PHSE,1,0,H79 C42 N1 O10 P1 ,36,2,788.5422,-1.83 ppm,98.8,101523.5,91856.9,61932.1,142646.4,79309.7,72979.4,35149.6,26378.1,29562.2,35912.8,38960.9,33985.9,39062.6,48909.8,60384.9,55064.7
PS(36:1),PHSE,1,0,H81 C42 N1 O10 P1 ,36,1,790.5577,-1.92 ppm,98.8,503137.5,662058.4,679952.2,1061043.8,584970.3,637620.4,169225.3,236899.5,161137.5,292326.8,324986.1,263834.9,303188.3,365689.9,398445.2,395259.4
PS(38:5),PHSE,1,0,H77 C44 N1 O10 P1 ,38,5,810.525,-3.70 ppm,98.8,6946.2,6228.9,5280.6,12988.9,9294.9,7264.7,6010.4,6359.4,9421.7,10489.6,8202.1,4996.3,5345,8141.6,6807.2,6938.2
PS(38:4),PHSE,1,0,H79 C44 N1 O10 P1 ,38,4,812.5423,-1.63 ppm,98.8,43018,44986.8,46518,79643,66597.1,60863.7,38498.2,50591.8,32818,43231.9,46477.9,29729.6,31947.6,55541.7,49563.3,43726.9
PS(38:3),PHSE,1,0,H81 C44 N1 O10 P1 ,38,3,814.5589,-0.48 ppm,98.8,34157,30011.8,28789.3,39041.4,30243.2,37757.5,8232.5,16531.7,21154.9,30508.5,28779.7,20659.9,23474.6,25139.7,25857.9,20071.4
PS(38:2),PHSE,1,0,H83 C44 N1 O10 P1 ,38,2,816.5748,-0.18 ppm,98.8,19678.4,13135.6,12091.6,14445.1,10400.8,14267.7,2168.4,5442.1,3549.7,8779,6468.8,6650.7,6584.9,7920.5,6865.1,6397.7
PS(38:1),PHSE,1,0,H85 C44 N1 O10 P1 ,38,1,818.5882,-2.94 ppm,98.8,14099.3,18695.2,17938.2,23087.3,13879.7,18927.7,4074.9,8348.3,1619,6721.7,7276,6872.9,6004.3,6389.1,6846.7,7013.4
PS(40:7),PHSE,1,0,H77 C46 N1 O10 P1 ,40,7,834.5246,-3.98 ppm,98.8,3737.7,2583.7,1663.7,3178.5,2559.8,1863.8,5207.2,6118.9,5114.8,4662.6,3240.7,2801.8,2930.9,3570.5,3677.9,3427.1
PS(40:6),PHSE,1,0,H79 C46 N1 O10 P1 ,40,6,836.5422,-1.68 ppm,98.8,54492.2,13189.4,12221.4,14546.1,9627.9,15676.9,40965.7,39203,33119.3,42700.6,36862.4,33180.6,26448.3,21789.4,20161.7,19115.7
PS(40:5),PHSE,1,0,H81 C46 N1 O10 P1 ,40,5,838.5582,-1.27 ppm,98.8,36436,13575.3,13455.6,13776.7,13360.7,21652.9,8543.9,14961.5,54586.2,74149.2,56295.9,40030.7,33159.4,26369.3,25459.7,22171.4
PS(40:4),PHSE,1,0,H83 C46 N1 O10 P1 ,40,4,840.5744,-0.64 ppm,98.8,20717.8,14633.9,17463.5,19831,17754.4,21416.7,6276.5,19590.2,29224.1,34977.5,36775.3,26403.9,26364.8,19913.3,24818.8,23076.6
PS(40:2),PHSE,1,0,H87 C46 N1 O10 P1 ,40,2,844.6063,0.11 ppm,98.8,6320.9,7990.1,5243.1,4651.5,6047.5,7660.9,2900.2,3625.2,2142.2,3160.7,2867.5,2566.9,2920.3,2800.7,2341.3,2150.6
PS(40:1),PHSE,1,0,H89 C46 N1 O10 P1 ,40,1,846.6218,-0.05 ppm,98.8,6581.8,11338.2,8785.1,11107.7,9541.2,14112,3507.5,3305,0,1932.8,2910.1,2346.1,2412.2,2864.6,5427.9,3575.8
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
###,PSIS-NL185POS,,,,,,,,,,,,,,,,,,,,,,,,
PS(31:1),PHSE,0,1,H71 C37 P1 O10 N1 ,31,1,720.4805,-0.67 ppm,98.8,216255.3,316077.4,336419.6,464264.1,397662.1,382876.2,132608.9,189063.9,59360.6,146018.2,168650.4,181091.2,191187,242008.1,297576.3,261273.9
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
###,CL,,,,,,,,,,,,,,,,,,,,,,,,
CL(58:2),CARD,1,0,H123 C67 O17 P2 ,58,2,1261.8199,-3.36 ppm,28.6,152649.7,169545.6,171230.9,128002,55246.5,61269.3,40849.1,58842.5,81044.1,39099.4,23798.5,49644.3,71585.9,101102.2,97524,248135
CL(64:0),CARD,1,0,H141 C73 O17 P2 ,64,0,1351.9675,1.91 ppm,28.6,3472.6,3365.9,3232.3,1571.8,2642,3464.8,0,2967.6,3031,0,4064.7,1439.1,0,7706.6,3072.9,0
CL(66:4),CARD,1,0,H135 C75 O17 P2 ,66,4,1369.9172,-0.61 ppm,28.6,0,0,0,0,0,0,0,2704.8,1514.9,1569.6,0,3811.9,0,13958.9,5873.6,4118.7
CL(66:3),CARD,1,0,H137 C75 O17 P2 ,66,3,1371.9418,5.96 ppm,28.6,13950.4,19067.1,20424.7,20077.5,9077.1,10684.5,12036.4,16317.3,6657.4,2191.5,4310.1,5133.9,5437.7,14837.6,10876.7,9227
CL(66:2),CARD,1,0,H139 C75 O17 P2 ,66,2,1373.9484,-0.63 ppm,28.6,6217.8,6782.7,7338,4639.7,3849.3,3675.7,0,4651.1,4857.8,0,1286,1618.2,2612.9,4560.4,4770.7,2738.4
CL(66:0),CARD,1,0,H145 C75 O17 P2 ,66,0,1379.9888,-5.43 ppm,28.6,48955,48232.8,40301.6,35986.7,20054.7,18781.6,49908.7,43971.8,12401.4,14738.2,7689.2,7701.2,6026,8514.7,7926.7,7483.5
CL(68:5),CARD,1,0,H137 C77 O17 P2 ,68,5,1395.9315,-1.53 ppm,28.6,6794.5,9167.7,14791.1,6626.1,3362,8899.5,3304.8,9663.8,8841.1,7527.3,4385.1,9718.2,7915.8,37919.9,20561.9,21347
CL(68:4),CARD,1,0,H139 C77 O17 P2 ,68,4,1397.947,-1.68 ppm,28.6,4364.5,16826.3,21882.4,10290,4478.1,12650.6,4382.2,16445.2,8875.9,5536.2,6583.8,12522.5,12720.4,35182.3,24782.2,15423.1
CL(68:1),CARD,1,0,H145 C77 O17 P2 ,68,1,1404.0019,4.06 ppm,28.6,1594.5,8172.2,14999.8,6377.9,0,0,5646,0,26730.4,18876.4,11943.7,11412.2,12769,11894.1,7235.2,8808
CL(70:6),CARD,1,0,H139 C79 O17 P2 ,70,6,1421.9578,5.95 ppm,28.6,26969.5,61110.2,57666.1,40147.2,19207,24987.3,18909.4,28086.5,46583.4,30969.1,34048.2,32397.8,24769.5,117721,78058,61161.1
CL(70:5),CARD,1,0,H141 C79 O17 P2 ,70,5,1423.9731,5.71 ppm,28.6,28056.5,64945.2,102897.9,44490.3,23732.9,36707.2,24980.2,38019.1,47599.3,46723.7,28958.7,59175.8,42574,133088.7,126132.8,59405.4
CL(70:4),CARD,1,0,H143 C79 O17 P2 ,70,4,1425.9878,5.03 ppm,28.6,14707.8,39882.7,85007.1,34358.4,18981.8,21433.1,21467.9,39382.2,37922.9,33277.2,22848.5,38403.7,51721.1,81086.5,87951,40994.8
CL(70:3),CARD,1,0,H145 C79 O17 P2 ,70,3,1428.0025,4.35 ppm,28.6,6457.4,18750,46574.1,18101.6,6948.2,5978.5,8008.9,14003.7,27380.4,20364.9,15914.1,14799.8,27967.7,25366.2,37729.4,16429.3
CL(70:0),CARD,1,0,H153 C79 O17 P2 ,70,0,1436.0701,7.85 ppm,28.6,12225.5,27940,24719.2,30748.2,13088.3,11436.6,8327.2,15969.8,1990.1,13346.3,11338,11060.5,12554.6,17702.5,19252.3,7691.3
CL(72:8),CARD,1,0,H139 C81 O17 P2 ,72,8,1445.9559,4.55 ppm,28.6,15697,32576,38400.2,0,5822.4,5149.6,13803.9,15239.6,20968.4,10875.6,8073.4,10577.3,6110.7,33737.8,27338.1,30486.7
CL(72:7),CARD,1,0,H141 C81 O17 P2 ,72,7,1447.9721,4.91 ppm,28.6,64763.6,133037.3,152598.3,60710.7,48309.6,35246.3,41160.4,36411.4,109103.4,105547.8,89960.2,55589.6,38360.2,233080.9,4515.1,117019
CL(72:6),CARD,1,0,H143 C81 O17 P2 ,72,6,1449.988,5.08 ppm,28.6,94012.4,185062.5,223667.1,126112.6,76019.8,49290.3,62827.8,46979,140241.4,146621,103661.4,81239.4,84332.4,280979,226001.2,174007.3
CL(72:5),CARD,1,0,H145 C81 O17 P2 ,72,5,1452.0031,4.72 ppm,28.6,58427.3,138455.1,248104.2,113346.3,50889,36764.3,49094.1,43483.4,116851.3,96452.5,75514.2,89925.8,82661.6,193638.6,191536.2,128384.2
CL(72:4),CARD,1,0,H147 C81 O17 P2 ,72,4,1454.0136,1.14 ppm,28.6,20925.5,38771.5,91529.7,42215.8,16212.5,0,16250.1,14259.6,41137.8,37171.2,26545.7,36244.3,43219.4,68572.7,87135.1,41886.6
CL(74:10),CARD,1,0,H139 C83 O17 P2 ,74,10,1469.9546,3.58 ppm,28.6,20895.8,36784.7,31833.3,13682.2,11000.1,8824.2,14022.8,9508.9,28293.8,9353.4,6887.6,7713.9,6090.4,37591,14272.9,47579.2
CL(74:9),CARD,1,0,H141 C83 O17 P2 ,74,9,1471.9713,4.29 ppm,28.6,30206.8,57623.5,63162.6,29653.8,16447.1,13699.2,22905.8,17562.6,35104.3,21233.3,10097.7,11192.7,16582.3,69071.8,25403.4,74543.5
CL(74:8),CARD,1,0,H143 C83 O17 P2 ,74,8,1473.9879,4.92 ppm,28.6,33148.5,77063.6,100265,40472.6,21241.2,12283.2,21902.9,20138.1,55914.7,32074.9,19179.5,28250.3,30342.9,89159.2,50005.8,83327.6
CL(74:7),CARD,1,0,H145 C83 O17 P2 ,74,7,1476.0025,4.21 ppm,28.6,18938.1,48712.8,64489.2,39608.7,20396.9,12915.8,14337.4,17098.8,36276.4,24173.5,18164.5,25162,33147,62745.5,45149.3,51456.6
CL(74:2),CARD,1,0,H155 C83 O17 P2 ,74,2,1486.0708,-2.48 ppm,28.6,6310.7,35674.9,18060.5,28833.9,26857.9,3257.7,1461.6,2549.9,5773.5,19824.8,8815,7738.6,7503.3,19169.1,13042.8,7104
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
###,CLIS,,,,,,,,,,,,,,,,,,,,,,,,
CL(56:0),CARD,0,1,H125 C65 O17 P2 ,None,0,1239.8311,-7.01 ppm,28.6,353916.4,426503.3,480285.2,295187.1,163895.2,152437.4,74980,109841.9,220121.2,323307.5,200591.7,476498.4,478842.8,607743.8,495028.4,444405.6
